ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),ATMOSPHERIC PRESSURE (hPa),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.476166,-0.260818,11.686554,0.73813,0.673206,9.755631,-0.187751,-0.931106,2.172935,0.059662,0.529266,-0.127884,60.0,-27.6825,-6.1218,-54.4571,94.9334,-4.0584,-4.9354,946.1543,4637,2019-11-30 14:32:59:804
-0.196213,-0.110077,11.112274,0.626417,0.704815,9.76121,-0.798988,-0.796212,1.743508,0.219711,0.60257,-0.091232,60.0,-27.002,-7.46,-54.4495,94.9334,-4.0584,-4.9354,946.1543,4647,2019-11-30 14:32:59:814
-0.196213,-0.110077,11.112274,0.626417,0.704815,9.76121,-0.798988,-0.796212,1.743508,0.219711,0.60257,-0.091232,60.0,-24.1684,-8.0673,-55.1788,100.8734,-4.1215,-3.6719,946.1543,4658,2019-11-30 14:32:59:825
-0.387634,0.236893,10.595413,0.516717,0.717002,9.766745,-0.788325,-0.564303,1.184712,0.020569,0.760178,-0.110779,60.0,-24.1684,-8.0673,-55.1788,100.8734,-4.1215,-3.6719,946.1543,4668,2019-11-30 14:32:59:835
-0.526428,0.301498,10.076172,0.400964,0.689357,9.77417,-0.918814,-0.365406,0.594639,-0.189545,0.525604,0.002823,60.0,-25.5783,-7.428,-54.4479,100.8734,-4.1215,-3.6719,946.1543,4678,2019-11-30 14:32:59:845
-0.526428,0.301498,10.076172,0.400964,0.689357,9.77417,-0.918814,-0.365406,0.594639,-0.330048,0.477951,0.107895,60.0,-25.5783,-7.428,-54.4479,100.8734,-4.1215,-3.6719,946.1543,4687,2019-11-30 14:32:59:854
-0.445068,0.330215,9.858429,0.32907,0.633658,9.780622,-0.7915,-0.285,0.354876,-0.463211,0.526825,0.215393,60.0,-24.2004,-9.4193,-55.1712,103.6531,-3.7048,-1.927,946.1543,4697,2019-11-30 14:32:59:864
-0.22493,0.289536,9.88475,0.32907,0.633658,9.780622,-0.478631,-0.254147,0.410236,-0.463211,0.526825,0.215393,60.0,-24.2004,-9.4193,-55.1712,103.6531,-3.7048,-1.927,946.1543,4707,2019-11-30 14:32:59:874
-0.30867,0.148361,10.179062,0.254623,0.552686,9.787752,-0.478631,-0.254147,0.410236,-0.625702,0.504837,0.31926,60.0,-25.6119,-8.7677,-56.6467,103.6531,-3.7048,-1.927,946.1543,4718,2019-11-30 14:32:59:885
-0.30867,0.148361,10.179062,0.190804,0.450929,9.794419,-0.531439,-0.407695,0.702969,-0.755203,0.430298,0.423111,60.0,-25.6119,-8.7677,-56.6467,103.6531,-3.7048,-1.927,946.1543,4727,2019-11-30 14:32:59:894
-0.332596,-0.428314,10.466202,0.13727,0.337944,9.799865,-0.276012,-1.131783,1.262269,-0.77597,0.381439,0.468292,60.0,-24.8672,-7.4051,-55.9174,100.4195,-2.6355,-1.116,946.1543,4737,2019-11-30 14:32:59:904
0.41156,-1.490723,10.990234,0.13727,0.337944,9.799865,-0.276012,-1.131783,1.262269,-0.680679,0.311798,0.440201,60.0,-24.8672,-7.4051,-55.9174,100.4195,-2.6355,-1.116,946.168,4747,2019-11-30 14:32:59:914
0.973877,-1.770691,10.688736,0.095674,0.236072,9.803342,0.552869,-1.895345,1.353028,-0.590286,0.303253,0.304596,60.0,-22.6669,-4.6448,-57.399,100.4195,-2.6355,-1.116,946.168,4757,2019-11-30 14:32:59:924
0.535996,-1.311264,11.03331,0.068137,0.178146,9.804795,0.891942,-1.923921,1.138201,-0.507187,0.364334,0.138443,60.0,-22.6669,-4.6448,-57.399,100.4195,-2.6355,-1.116,946.168,4768,2019-11-30 14:32:59:935
0.535996,-1.311264,11.03331,0.068137,0.178146,9.804795,0.891942,-1.923921,1.138201,-0.364258,0.548813,0.016266,60.0,-24.0906,-4.6768,-57.4005,99.5257,-1.0409,-0.3982,946.168,4777,2019-11-30 14:32:59:944
-0.189026,-0.966705,10.719849,-0.020992,0.093796,9.806179,0.03362,-1.141914,1.380011,-0.277527,0.608688,0.001617,60.0,-24.0906,-4.6768,-57.4005,99.5257,-1.0409,-0.3982,946.168,4788,2019-11-30 14:32:59:955
-0.189026,-0.378067,9.774673,-0.020992,0.093796,9.806179,0.03362,-1.141914,1.380011,-0.287292,0.597687,0.033371,60.0,-21.9223,-3.2715,-58.1421,99.5257,-1.0409,-0.3982,946.168,4798,2019-11-30 14:32:59:965
-1.08873,-0.378067,9.774673,-0.13694,0.035883,9.805628,-0.860656,-0.464517,0.252895,-0.287292,0.597687,0.033371,53.0,-21.9223,-3.2715,-58.1421,99.5257,-1.0409,-0.3982,946.168,4808,2019-11-30 14:32:59:975
-1.768295,0.04068,9.037689,-0.219132,-0.023253,9.804174,-1.537845,0.037037,-0.464129,-0.476654,0.515823,0.261841,53.0,-23.3627,-3.9795,-58.1375,99.6639,0.1359,1.2804,946.168,4817,2019-11-30 14:32:59:984
-1.215561,0.28714,9.765106,-0.273424,-0.116489,9.802146,-1.104462,0.386376,-0.004088,-0.738113,0.281265,0.445084,53.0,-23.3627,-3.9795,-58.1375,99.6639,0.1359,1.2804,946.168,4828,2019-11-30 14:32:59:995
-1.215561,0.28714,9.765106,-0.273424,-0.116489,9.802146,-1.104462,0.386376,-0.004088,-0.738113,0.281265,0.445084,53.0,-23.3627,-3.9795,-58.1375,99.6639,0.1359,1.2804,946.168,4837,2019-11-30 14:33:00:004
-0.674774,0.002396,10.284348,-0.297982,-0.23479,9.799309,-0.441572,0.267286,0.670381,-0.855392,0.155426,0.504959,53.0,-21.9086,-2.5879,-59.6146,99.6639,0.1359,1.2804,946.168,4847,2019-11-30 14:33:00:014
-0.311066,-0.138779,10.803589,-0.302171,-0.277379,9.798068,-0.187404,0.196387,0.964713,-0.932358,0.065018,0.500061,53.0,-23.3322,-2.6199,-59.6146,100.6593,1.6208,1.7664,946.168,4857,2019-11-30 14:33:00:024
-0.311066,-0.138779,10.803589,-0.302171,-0.277379,9.798068,-0.187404,0.196387,0.964713,-0.835846,0.056458,0.460968,53.0,-23.3322,-2.6199,-59.6146,100.6593,1.6208,1.7664,946.168,4867,2019-11-30 14:33:00:034
-0.076569,-0.504883,11.552551,-0.319114,-0.47992,9.789701,0.21113,-0.031428,1.943093,-0.77597,0.040573,0.429199,53.0,-24.0128,-1.2802,-60.3592,100.6593,1.6208,1.7664,946.168,4877,2019-11-30 14:33:00:044
-0.344574,-0.342178,11.686554,-0.327531,-0.582215,9.783872,0.113136,0.195753,2.161096,-0.666016,0.052795,0.379105,53.0,-24.0128,-1.2802,-60.3592,100.6593,1.6208,1.7664,946.168,4887,2019-11-30 14:33:00:054
-0.344574,-0.342178,11.686554,-0.327531,-0.582215,9.783872,0.113136,0.195753,2.161096,-0.666016,0.052795,0.379105,53.0,-24.0128,-1.2802,-60.3592,100.6593,1.6208,1.7664,946.168,4897,2019-11-30 14:33:00:064
-0.693924,-0.303894,11.389832,-0.334433,-0.640059,9.780025,-0.242449,0.317223,1.963613,-0.613495,0.040573,0.37178,53.0,-22.6044,-1.9318,-58.8837,103.0448,3.7422,1.9585,946.1812,4909,2019-11-30 14:33:00:076
-1.012161,0.0,10.904099,-0.339889,-0.742622,9.772584,-0.242449,0.317223,1.963613,-0.573166,-0.026611,0.396225,53.0,-22.5891,-1.2512,-59.6222,103.0448,3.7422,1.9585,946.1812,4918,2019-11-30 14:33:00:085
-1.012161,0.0,10.904099,-0.339889,-0.742622,9.772584,-0.769267,0.847613,1.256455,-0.573166,-0.026611,0.396225,53.0,-22.5891,-1.2512,-59.6222,103.0448,3.7422,1.9585,946.1812,4928,2019-11-30 14:33:00:095
-1.079163,0.440277,10.87059,-0.350059,-0.811826,9.766718,-0.851269,1.208824,1.307886,-0.52063,0.040573,0.602692,53.0,-22.5891,-1.2512,-59.6222,103.0448,3.7422,1.9585,946.1812,4938,2019-11-30 14:33:00:105
-1.079163,0.440277,10.87059,-0.350059,-0.811826,9.766718,-0.851269,1.208824,1.307886,-0.470535,0.141983,0.708984,53.0,-24.0128,-1.2833,-59.6237,102.6994,4.7486,2.0527,946.1812,4947,2019-11-30 14:33:00:114
0.08136,0.296707,10.954346,-0.382757,-0.89069,9.758615,0.371415,1.202857,1.362381,-0.470535,0.141983,0.708984,53.0,-24.0128,-1.2833,-59.6237,102.6994,4.7486,2.0527,946.1812,4957,2019-11-30 14:33:00:124
0.30867,-0.107681,13.514664,-0.412984,-0.926464,9.75405,0.79723,0.902134,2.338634,-0.398468,0.314255,0.708984,53.0,-23.2513,0.7614,-59.6329,102.6994,4.7486,2.0527,946.1812,4968,2019-11-30 14:33:00:135
0.236893,1.071991,23.495132,-0.501229,-0.823751,9.759129,1.095656,1.670672,14.600834,1.426773,0.331345,0.583145,53.0,-23.9487,1.4252,-60.3729,99.7825,5.421,2.4244,946.1812,4977,2019-11-30 14:33:00:144
0.236893,1.071991,23.495132,-0.501229,-0.823751,9.759129,1.095656,1.670672,14.600834,1.771301,-0.545837,0.646683,53.0,-23.9487,1.4252,-60.3729,99.7825,5.421,2.4244,946.1812,4987,2019-11-30 14:33:00:154
-3.177673,2.029114,11.160126,-0.467644,-0.561015,9.779415,-2.279815,2.386382,4.645034,0.889206,-0.615463,0.655212,53.0,-23.2849,-0.5798,-61.8301,99.7825,5.421,2.4244,946.1812,4998,2019-11-30 14:33:00:165
-2.802002,1.689331,5.63031,-0.344855,-0.446942,9.790388,-2.413595,2.222834,-4.012892,-0.298294,-1.095612,0.537949,53.0,-23.2849,-0.5798,-61.8301,99.7825,5.421,2.4244,946.1812,5010,2019-11-30 14:33:00:177
-2.802002,1.689331,5.63031,-0.344855,-0.446942,9.790388,-2.413595,2.222834,-4.012892,-0.298294,-1.095612,0.537949,53.0,-23.2849,-0.5798,-61.8301,99.7825,5.421,2.4244,946.1812,5018,2019-11-30 14:33:00:185
-3.708877,0.744171,6.128021,-0.155113,-0.543335,9.790358,-2.373851,0.77751,-2.882438,-0.604935,-1.371719,0.592911,53.0,-23.9639,0.7446,-59.6344,93.7169,2.6122,2.0173,946.1812,5027,2019-11-30 14:33:00:194
-1.246658,-0.172287,8.078171,-0.155113,-0.543335,9.790358,-2.373851,0.77751,-2.882438,-0.893265,-1.326508,0.581924,53.0,-24.6933,0.0534,-59.6298,93.7169,2.6122,2.0173,946.1812,5037,2019-11-30 14:33:00:204
-1.246658,-0.172287,8.078171,-0.011599,-0.661399,9.784314,-1.016294,0.44724,-1.337262,-0.578049,-0.308823,0.449966,53.0,-24.6933,0.0534,-59.6298,93.7169,2.6122,2.0173,946.1812,5048,2019-11-30 14:33:00:215
0.660416,-0.643677,9.734009,-0.003182,-0.720602,9.780138,0.82029,-0.047174,0.375496,-0.165115,0.306915,0.249603,53.0,-25.3418,2.742,-59.6451,93.7169,2.6122,2.0173,946.1748,5057,2019-11-30 14:33:00:224
0.835098,-1.119842,10.085754,-0.058348,-0.714388,9.780421,0.9955,-0.353484,0.571129,0.192841,0.752853,0.077347,53.0,-25.3418,2.742,-59.6451,93.7169,2.6122,2.0173,946.1748,5068,2019-11-30 14:33:00:235
0.835098,-1.119842,10.085754,-0.058348,-0.714388,9.780421,0.9955,-0.353484,0.571129,0.323547,0.950775,-0.028931,53.0,-26.8127,0.6805,-59.6359,97.0054,4.1775,0.3418,946.1748,5078,2019-11-30 14:33:00:245
0.303894,-0.880554,9.650253,-0.226321,-0.659052,9.781861,0.560487,-0.26558,0.023165,0.197723,0.78949,-0.024048,53.0,-26.8127,0.6805,-59.6359,97.0054,4.1775,0.3418,946.1748,5087,2019-11-30 14:33:00:254
0.303894,-0.880554,9.650253,-0.226321,-0.659052,9.781861,0.560487,-0.26558,0.023165,0.197723,0.78949,-0.024048,53.0,-26.8127,0.6805,-59.6359,97.0054,4.1775,0.3418,946.1748,5098,2019-11-30 14:33:00:265
0.423523,-0.638885,9.590439,-0.318993,-0.64271,9.780366,0.642266,-0.024486,-0.057713,-0.014862,0.485291,0.007706,53.0,-25.3891,0.7156,-60.3699,97.0054,4.1775,0.3418,946.1748,5107,2019-11-30 14:33:00:274
0.949951,-0.363708,10.585846,-0.3545,-0.684738,9.77629,1.285091,0.282652,0.839811,-0.319061,0.096771,0.048035,53.0,-23.9487,1.4282,-61.1084,96.4717,3.7578,1.8681,946.1748,5117,2019-11-30 14:33:00:284
0.949951,-0.363708,10.585846,-0.3545,-0.684738,9.77629,1.285091,0.282652,0.839811,-0.255524,0.021027,0.050476,53.0,-23.9487,1.4282,-61.1084,96.4717,3.7578,1.8681,946.1748,5127,2019-11-30 14:33:00:294
0.918839,-0.045471,11.681763,-0.354076,-0.722338,9.7736,1.321971,0.60488,1.90167,-0.118698,0.052795,0.06636,53.0,-23.9487,1.4221,-59.6374,96.4717,3.7578,1.8681,946.1748,5138,2019-11-30 14:33:00:305
0.918839,-0.045471,11.681763,-0.362729,-0.729286,9.772766,1.085639,1.097101,2.532933,-0.118698,0.052795,0.06636,53.0,-23.9487,1.4221,-59.6374,96.4717,3.7578,1.8681,946.1748,5148,2019-11-30 14:33:00:315
0.681961,0.468994,12.299103,-0.362729,-0.729286,9.772766,1.085639,1.097101,2.532933,0.04744,0.121216,0.104233,53.0,-23.2193,2.1149,-59.639,95.4406,4.2648,2.1256,946.1748,5157,2019-11-30 14:33:00:324
0.425919,0.775269,12.715454,-0.377229,-0.706135,9.773917,0.861069,1.386022,2.927432,0.157394,0.10289,0.187302,53.0,-23.2193,2.1149,-59.639,95.4406,4.2648,2.1256,946.1748,5167,2019-11-30 14:33:00:334
0.425919,0.775269,12.715454,-0.377229,-0.706135,9.773917,0.861069,1.386022,2.927432,0.157394,0.10289,0.187302,53.0,-23.9487,1.4282,-61.1084,95.4406,4.2648,2.1256,946.1748,5177,2019-11-30 14:33:00:344
0.478561,0.92363,13.478775,-0.377229,-0.706135,9.773917,0.791838,1.562202,3.656037,0.208725,-0.037613,0.316803,53.0,-23.9487,1.4282,-61.1084,95.4406,4.2648,2.1256,946.1748,5187,2019-11-30 14:33:00:354
0.930801,0.837494,14.076981,-0.376987,-0.658522,9.777249,1.124353,1.553651,4.179952,0.24292,-0.252609,0.359573,53.0,-23.2513,0.7614,-59.6329,96.6941,3.8503,2.2081,946.1748,5198,2019-11-30 14:33:00:365
1.076767,0.605377,14.062622,-0.342453,-0.616188,9.78128,1.364308,1.262477,4.394205,0.258804,-0.34668,0.326584,55.0,-23.2513,0.7614,-59.6329,96.6941,3.8503,2.2081,946.1918,5207,2019-11-30 14:33:00:374
1.076767,0.605377,14.062622,-0.342453,-0.616188,9.78128,1.364308,1.262477,4.394205,0.258804,-0.34668,0.326584,55.0,-23.2513,0.7614,-59.6329,96.6941,3.8503,2.2081,946.1918,5217,2019-11-30 14:33:00:384
1.076767,0.516846,14.110474,-0.273681,-0.559796,9.786834,1.362653,1.14736,4.342126,0.245377,-0.350357,0.277725,55.0,-23.9319,2.0981,-59.6405,96.6941,3.8503,2.2081,946.1918,5228,2019-11-30 14:33:00:395
0.887741,0.495316,14.443085,-0.214099,-0.517363,9.790653,1.239705,1.02483,4.665485,0.300339,-0.405334,-0.004501,55.0,-24.6613,1.4069,-59.6374,94.6447,3.0241,1.2527,946.1918,5237,2019-11-30 14:33:00:404
0.311066,0.684341,14.218155,-0.157323,-0.458124,9.79468,0.572088,1.052795,4.557026,0.456726,-0.32959,-0.280594,55.0,-24.6613,1.4069,-59.6374,94.6447,3.0241,1.2527,946.1918,5247,2019-11-30 14:33:00:414
-0.296707,1.246658,13.440491,-0.157323,-0.458124,9.79468,0.572088,1.052795,4.557026,0.506821,-0.151215,-0.380768,55.0,-26.0681,2.0477,-58.9066,94.6447,3.0241,1.2527,946.1918,5257,2019-11-30 14:33:00:424
-0.296707,1.246658,13.440491,-0.12995,-0.382989,9.798306,-0.085541,1.555096,3.736802,0.506821,-0.151215,-0.380768,55.0,-26.0681,2.0477,-58.9066,94.6447,3.0241,1.2527,946.1918,5267,2019-11-30 14:33:00:434
-0.691528,1.631912,13.153351,-0.144608,-0.317487,9.800443,-0.37461,1.807939,3.473241,0.446945,0.062561,-0.363678,55.0,-25.3738,1.387,-58.9035,91.9893,1.8553,0.8454,946.1918,5277,2019-11-30 14:33:00:444
-1.777862,2.021942,13.418945,-0.177911,-0.271324,9.801281,-1.516515,2.304243,3.587118,0.278351,0.200638,-0.176758,55.0,-25.3738,1.387,-58.9035,91.9893,1.8553,0.8454,946.1918,5288,2019-11-30 14:33:00:455
-1.777862,2.021942,13.418945,-0.177911,-0.271324,9.801281,-1.516515,2.304243,3.587118,0.135422,0.187195,0.06514,55.0,-26.1169,0.0183,-58.8959,91.9893,1.8553,0.8454,946.1918,5297,2019-11-30 14:33:00:464
-2.818741,1.808975,14.043472,-0.201545,-0.251783,9.801346,-2.396541,2.105689,4.023636,0.05722,0.076004,0.233734,55.0,-26.1169,0.0183,-58.8959,91.9893,1.8553,0.8454,946.1918,5307,2019-11-30 14:33:00:474
-3.469589,1.531403,14.376083,-0.22089,-0.236944,9.801299,-2.396541,2.105689,4.023636,-0.027084,-0.080368,0.440201,55.0,-23.9807,0.0717,-60.3653,93.2433,1.3845,1.291,946.1918,5317,2019-11-30 14:33:00:484
-3.469589,1.531403,14.376083,-0.216897,-0.236075,9.801409,-3.249143,1.800552,4.528933,-0.027084,-0.080368,0.440201,55.0,-23.9807,0.0717,-60.3653,93.2433,1.3845,1.291,946.1918,5327,2019-11-30 14:33:00:494
-2.663208,0.978668,14.280365,-0.216897,-0.236075,9.801409,-2.564259,1.28013,4.435278,-0.1138,-0.215958,0.73587,55.0,-26.1169,0.0183,-58.8959,93.2433,1.3845,1.291,946.1918,5338,2019-11-30 14:33:00:505
-1.548157,0.433105,14.26123,-0.197414,-0.254554,9.801358,-2.564259,1.28013,4.435278,-0.1138,-0.215958,0.73587,55.0,-26.1169,0.0183,-58.8959,93.2433,1.3845,1.291,946.1918,5347,2019-11-30 14:33:00:514
-0.859024,-0.117249,15.541382,-0.193029,-0.2839,9.800638,-0.962885,0.423061,4.766506,-0.257965,-0.088898,0.953323,55.0,-26.0986,0.6897,-58.165,91.0376,1.4874,1.1539,946.1918,5357,2019-11-30 14:33:00:524
-0.859024,-0.117249,15.541382,-0.193029,-0.2839,9.800638,-0.463924,-0.282102,6.971177,-0.033173,-0.035172,1.019302,55.0,-26.0986,0.6897,-58.165,91.0376,1.4874,1.1539,946.1874,5367,2019-11-30 14:33:00:534
-0.303894,-0.894913,17.302505,-0.19251,-0.277671,9.800828,-0.463924,-0.282102,6.971177,0.152512,-0.044937,1.007095,55.0,-23.9487,1.4191,-58.9035,91.0376,1.4874,1.1539,946.1874,5377,2019-11-30 14:33:00:544
0.399597,-2.021942,16.615768,-0.193179,-0.192069,9.802865,0.430149,-1.316988,7.259031,0.774368,0.016144,0.850693,55.0,-23.9487,1.4191,-58.9035,91.0376,1.4874,1.1539,946.1874,5388,2019-11-30 14:33:00:555
0.399597,-2.021942,16.615768,-0.193179,-0.192069,9.802865,0.597285,-2.276007,5.297306,1.105454,0.294693,0.738312,55.0,-25.3876,0.705,-58.165,90.2768,1.1222,1.1289,946.1874,5398,2019-11-30 14:33:00:565
0.41156,-2.550751,14.155945,-0.221876,-0.050677,9.804008,0.597285,-2.276007,5.297306,1.149429,0.492615,0.713867,55.0,-25.3876,0.705,-58.165,90.2768,1.1222,1.1289,946.1874,5407,2019-11-30 14:33:00:574
0.528809,-2.720642,13.493134,-0.28934,0.103702,9.801832,0.723407,-2.6887,3.756227,1.148224,0.581802,0.668655,63.0,-24.6918,0.0427,-57.4249,90.2768,1.1222,1.1289,946.1874,5417,2019-11-30 14:33:00:584
0.646057,-2.969498,13.562515,-0.366736,0.255972,9.796446,0.985484,-2.991283,3.436772,1.148224,0.581802,0.668655,63.0,-24.6918,0.0427,-57.4249,90.2768,1.1222,1.1289,946.1874,5428,2019-11-30 14:33:00:595
0.646057,-2.969498,13.562515,-0.366736,0.255972,9.796446,1.001121,-3.419795,3.692256,1.137222,0.558594,0.53183,63.0,-24.7238,-1.3092,-57.4188,89.0224,-1.4957,2.1439,946.1874,5437,2019-11-30 14:33:00:604
0.442673,-3.510269,13.844879,-0.410138,0.357048,9.791563,1.001121,-3.419795,3.692256,1.189758,0.370438,0.44632,63.0,-24.7238,-1.3092,-57.4188,89.0224,-1.4957,2.1439,946.1874,5448,2019-11-30 14:33:00:615
0.399597,-3.632309,13.672592,-0.448385,0.514932,9.782851,0.879412,-4.137063,3.623823,1.216644,0.303253,0.415756,63.0,-24.0265,-1.9745,-56.6818,89.0224,-1.4957,2.1439,946.1874,5458,2019-11-30 14:33:00:625
0.531204,-3.151352,12.402008,-0.448726,0.687159,9.772248,1.042939,-3.927367,2.700726,1.354706,-0.026611,0.255722,63.0,-24.0265,-1.9745,-56.6818,89.0224,-1.4957,2.1439,946.1874,5468,2019-11-30 14:33:00:635
0.531204,-3.151352,12.402008,-0.448726,0.687159,9.772248,1.042939,-3.927367,2.700726,1.442658,-0.090134,0.157974,63.0,-24.0753,-4.0024,-56.6711,90.167,-4.018,2.6291,946.1874,5477,2019-11-30 14:33:00:644
-0.275177,-2.670395,11.509476,-0.432335,0.878331,9.757665,0.430631,-3.717915,1.712889,1.518402,-0.073013,0.127441,63.0,-24.0753,-4.0024,-56.6711,90.167,-4.018,2.6291,946.1874,5488,2019-11-30 14:33:00:655
-0.275177,-2.670395,11.509476,-0.425704,1.095796,9.735933,-0.50803,-3.31158,0.904181,1.716324,-0.002182,0.189743,63.0,-24.7711,-3.3463,-55.9402,90.167,-4.018,2.6291,946.1874,5499,2019-11-30 14:33:00:666
-1.222732,-1.880753,10.502106,-0.425704,1.095796,9.735933,-1.123375,-2.700894,-0.351439,1.838501,0.123657,0.297256,63.0,-24.7711,-3.3463,-55.9402,90.167,-4.018,2.6291,946.1874,5508,2019-11-30 14:33:00:675
-1.847259,-0.212967,8.403595,-0.440541,1.341893,9.704412,-1.123375,-2.700894,-0.351439,1.897125,0.452301,0.441437,63.0,-23.3917,-5.3467,-55.1926,84.567,-7.8647,2.5992,946.181,5518,2019-11-30 14:33:00:685
-1.847259,-0.212967,8.403595,-0.484776,1.516217,9.676593,-1.408484,-1.569936,-1.607689,1.88736,0.981308,0.78717,63.0,-23.3917,-5.3467,-55.1926,84.567,-7.8647,2.5992,946.181,5528,2019-11-30 14:33:00:695
-1.749161,1.730011,7.824524,-0.603515,1.784143,9.624084,-1.475212,-0.09135,-1.99693,1.88736,0.981308,0.78717,63.0,-23.3917,-5.3467,-55.1926,84.567,-7.8647,2.5992,946.181,5537,2019-11-30 14:33:00:704
-2.045868,2.086548,7.891526,-0.692322,1.959496,9.583916,-0.921699,-0.065166,-1.959533,1.848267,1.076599,0.922791,63.0,-24.1364,-6.7184,-54.4525,84.567,-7.8647,2.5992,946.181,5547,2019-11-30 14:33:00:714
-2.045868,2.086548,7.891526,-0.692322,1.959496,9.583916,-0.921699,-0.065166,-1.959533,1.750534,1.025284,1.130478,63.0,-21.2875,-6.6544,-54.451,81.7508,-11.526,4.1318,946.181,5557,2019-11-30 14:33:00:724
-2.883346,2.25882,8.047058,-0.792352,2.211852,9.521044,-2.080917,0.050224,-1.651524,1.638138,0.403442,1.299072,63.0,-21.2875,-6.6544,-54.451,81.7508,-11.526,4.1318,946.181,5568,2019-11-30 14:33:00:735
-2.488541,2.376068,7.448853,-0.742573,2.437304,9.469874,-1.901334,-0.194159,-1.976156,1.332703,-0.661896,1.44812,63.0,-22.0963,-10.7269,-54.4296,81.7508,-11.526,4.1318,946.181,5577,2019-11-30 14:33:00:744
-1.682159,2.629715,6.42952,-0.575291,2.604854,9.436852,-1.377532,-0.083868,-2.769943,0.97229,-1.002747,1.449356,63.0,-22.0963,-10.7269,-54.4296,81.7508,-11.526,4.1318,946.181,5587,2019-11-30 14:33:00:754
-0.976273,2.947952,4.878968,-0.575291,2.604854,9.436852,-0.504149,0.210332,-4.469815,0.297897,-1.074844,1.487213,63.0,-22.7615,-8.7219,-52.9709,79.1813,-15.4039,3.4886,946.181,5597,2019-11-30 14:33:00:764
-1.880753,2.333008,5.333603,-0.376591,2.668469,9.429095,-0.504149,0.210332,-4.469815,-0.476654,-0.901352,1.679047,63.0,-22.7615,-8.7219,-52.9709,79.1813,-15.4039,3.4886,946.181,5607,2019-11-30 14:33:00:774
-1.880753,2.333008,5.333603,-0.376591,2.668469,9.429095,-1.537113,-0.233107,-4.373837,-0.476654,-0.901352,1.679047,63.0,-22.7615,-8.7219,-52.9709,79.1813,-15.4039,3.4886,946.181,5618,2019-11-30 14:33:00:785
-1.974075,1.521835,5.931809,-0.175779,2.575087,9.460889,-1.409012,-1.656091,-3.332339,-1.238998,-1.247086,1.944153,63.0,-22.7921,-10.0784,-52.2293,79.1813,-15.4039,3.4886,946.181,5628,2019-11-30 14:33:00:795
0.14357,-0.148361,6.230912,0.200309,2.21596,9.550905,-1.409012,-1.656091,-3.332339,-2.295807,-1.664932,2.084656,63.0,-23.4406,-7.3868,-52.977,76.4759,-13.0596,-1.2015,946.181,5637,2019-11-30 14:33:00:804
0.14357,-0.148361,6.230912,0.200309,2.21596,9.550905,0.431198,-2.453396,-3.013198,-2.295807,-1.664932,2.084656,63.0,-23.4406,-7.3868,-52.977,76.4759,-13.0596,-1.2015,946.181,5647,2019-11-30 14:33:00:814
0.629318,-0.813553,8.049454,0.442887,1.863279,9.617819,0.951718,-2.525486,-0.551508,-2.354446,-1.205551,1.817093,63.0,-28.3936,-6.16,-50.0488,76.4759,-13.0596,-1.2015,946.181,5657,2019-11-30 14:33:00:824
0.629318,-0.813553,8.049454,0.442887,1.863279,9.617819,0.951718,-2.525486,-0.551508,-2.354446,-1.205551,1.817093,63.0,-28.3936,-6.16,-50.0488,76.4759,-13.0596,-1.2015,946.181,5667,2019-11-30 14:33:00:834
0.973877,-0.732208,9.858429,0.703545,1.424824,9.67705,0.307224,-2.194759,-0.018778,-2.033142,-0.914795,1.738907,63.0,-29.0421,-3.4485,-54.4723,78.3362,-8.3542,-4.1582,946.1696,5678,2019-11-30 14:33:00:845
0.22493,-0.40918,12.624527,0.801169,1.178367,9.702575,-0.456094,-1.613972,2.216051,-1.269562,-0.302704,1.834198,63.0,-29.0421,-3.4485,-54.4723,78.3362,-8.3542,-4.1582,946.1696,5688,2019-11-30 14:33:00:855
0.22493,-0.40918,12.624527,0.801169,1.178367,9.702575,-0.456094,-1.613972,2.216051,-1.269562,-0.302704,1.834198,63.0,-28.9627,-0.0748,-53.0197,78.3362,-8.3542,-4.1582,946.1696,5697,2019-11-30 14:33:00:864
0.497711,-0.634094,12.155533,0.874284,1.033524,9.712767,-0.416664,-1.700649,2.809055,-0.30928,-0.179306,1.958801,63.0,-28.9627,-0.0748,-53.0197,78.3362,-8.3542,-4.1582,946.1696,5707,2019-11-30 14:33:00:874
0.009567,-0.095718,10.387238,0.896472,1.059579,9.707936,-0.857147,-1.238256,0.669364,0.269806,-0.021729,1.97348,63.0,-30.3879,-0.1099,-52.2873,77.1731,-6.0496,-5.1436,946.1696,5717,2019-11-30 14:33:00:884
