ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),ATMOSPHERIC PRESSURE (hPa),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.490723,0.708283,7.771881,1.935285,-0.234562,9.610934,-0.42597,0.935876,-1.56913,0.139069,-0.580048,-0.065582,60.0,-34.9899,16.0034,-51.6418,63.7072,1.8934,-9.9204,946.1055,2337,2019-11-30 14:32:57:504
2.029114,0.507278,7.20958,1.935285,-0.234562,9.610934,-0.42597,0.935876,-1.56913,0.030334,-0.313705,0.052917,60.0,-38.6002,13.9008,-53.1021,65.6481,1.3706,-11.385,946.1055,2347,2019-11-30 14:32:57:514
2.029114,0.507278,7.20958,2.007259,-0.221616,9.596468,0.035631,0.729127,-2.206249,0.030334,-0.313705,0.052917,60.0,-38.6002,13.9008,-53.1021,65.6481,1.3706,-11.385,946.1055,2357,2019-11-30 14:32:57:524
2.09372,0.401993,7.779068,2.007259,-0.221616,9.596468,0.035631,0.729127,-2.206249,-0.046616,-0.15976,0.079788,60.0,-37.1582,14.6011,-50.9003,65.6481,1.3706,-11.385,946.1055,2368,2019-11-30 14:32:57:535
2.074585,0.334991,8.860626,2.023522,-0.238073,9.592657,0.097915,0.554821,-1.097614,-0.127243,0.00882,0.074905,60.0,-37.1567,14.595,-49.4293,62.388,1.3911,-11.9116,946.1055,2377,2019-11-30 14:32:57:544
1.940582,0.299103,9.860825,2.016708,-0.254268,9.593677,0.019795,0.579027,0.230151,-0.086929,-0.008286,0.034592,60.0,-37.1567,14.595,-49.4293,62.388,1.3911,-11.9116,946.1055,2393,2019-11-30 14:32:57:560
1.940582,0.299103,9.860825,2.016708,-0.254268,9.593677,0.019795,0.579027,0.230151,-0.086929,-0.008286,0.034592,58.0,-38.5818,14.5615,-49.4308,62.388,1.3911,-11.9116,946.1055,2397,2019-11-30 14:32:57:564
1.572083,0.313461,10.700699,2.020042,-0.258016,9.592875,-0.398335,0.554094,1.285425,0.029129,-0.055939,0.041916,58.0,-38.5818,14.5615,-49.4308,62.388,1.3911,-11.9116,946.1055,2407,2019-11-30 14:32:57:574
1.524231,0.51445,10.64328,2.020042,-0.258016,9.592875,-0.398335,0.554094,1.285425,0.230698,-0.175644,0.073685,58.0,-39.9902,15.2054,-49.4339,65.0444,1.5076,-11.8915,946.1055,2418,2019-11-30 14:32:57:585
1.524231,0.51445,10.64328,2.03776,-0.232946,9.589768,-0.474055,0.713908,1.291234,0.407852,-0.263611,0.083466,58.0,-39.9902,15.2054,-49.4339,65.0444,1.5076,-11.8915,946.1055,2427,2019-11-30 14:32:57:594
2.01236,1.021729,10.052246,2.03776,-0.232946,9.589768,-0.474055,0.713908,1.291234,0.407852,-0.263611,0.083466,58.0,-39.9902,15.2054,-49.4339,65.0444,1.5076,-11.8915,946.1055,2437,2019-11-30 14:32:57:604
2.160721,1.567307,9.219543,2.085569,-0.153682,9.581085,0.112435,1.367333,0.417991,0.49704,-0.316147,0.076126,58.0,-37.1582,14.5981,-50.1648,65.0444,1.5076,-11.8915,946.0939,2447,2019-11-30 14:32:57:614
2.110474,2.029114,7.64267,2.138463,-0.078291,9.570331,0.032431,2.020861,-1.282382,0.470154,-0.417557,0.125,58.0,-37.8708,14.5813,-50.1663,60.9483,0.4574,-12.5957,946.0939,2457,2019-11-30 14:32:57:624
2.110474,2.029114,7.64267,2.138463,-0.078291,9.570331,0.032431,2.020861,-1.282382,0.470154,-0.417557,0.125,58.0,-37.8708,14.5813,-50.1663,60.9483,0.4574,-12.5957,946.0939,2468,2019-11-30 14:32:57:635
2.007584,1.892716,6.917649,2.195233,-0.027403,9.55775,-0.157015,1.938677,-2.485217,0.135422,-0.181747,0.203186,58.0,-39.328,13.1958,-50.1587,60.9483,0.4574,-12.5957,946.0939,2478,2019-11-30 14:32:57:645
2.007584,1.892716,6.917649,2.195233,-0.027403,9.55775,-0.157015,1.938677,-2.485217,-0.0112,0.029587,0.34613,58.0,-39.328,13.1958,-50.1587,60.9483,0.4574,-12.5957,946.0939,2487,2019-11-30 14:32:57:654
2.486145,1.007385,9.020935,2.19864,-0.031329,9.556954,0.288675,1.28089,-0.690233,-0.0112,0.029587,0.34613,58.0,-39.328,13.1958,-50.1587,60.9483,0.4574,-12.5957,946.0939,2497,2019-11-30 14:32:57:664
2.873779,0.114853,10.001999,2.211444,-0.024353,9.55402,0.653835,0.193705,0.611465,0.063324,-0.016846,0.364456,58.0,-38.5513,15.918,-50.9094,59.2437,0.183,-12.9558,946.0939,2507,2019-11-30 14:32:57:674
2.873779,0.114853,10.001999,2.211444,-0.024353,9.55402,0.653835,0.193705,0.611465,0.219711,-0.182983,0.293594,58.0,-38.5834,14.5645,-50.1663,59.2437,0.183,-12.9558,946.0939,2518,2019-11-30 14:32:57:685
3.433701,-0.064606,9.923035,2.234689,-0.006281,9.548639,1.07445,-0.036932,0.68511,0.294235,-0.284378,0.230072,58.0,-38.5834,14.5645,-50.1663,59.2437,0.183,-12.9558,946.0939,2528,2019-11-30 14:32:57:695
3.433701,-0.064606,9.923035,2.288879,0.036582,9.535727,1.559291,-0.029808,0.035048,0.378525,-0.377228,0.078568,58.0,-38.5834,14.5645,-50.1663,59.2437,0.183,-12.9558,946.0939,2537,2019-11-30 14:32:57:704
3.773483,0.119644,8.922836,2.288879,0.036582,9.535727,1.559291,-0.029808,0.035048,0.405411,-0.340591,0.010147,58.0,-38.5818,14.5584,-48.6969,60.1303,-0.2137,-13.4975,946.0939,2547,2019-11-30 14:32:57:714
3.244675,0.715454,7.960922,2.341649,0.09179,9.522534,1.213625,0.32775,-1.006112,0.383408,-0.296585,-0.017944,58.0,-37.1719,13.9175,-49.4263,60.1303,-0.2137,-13.4975,946.0939,2558,2019-11-30 14:32:57:725
3.244675,0.715454,7.960922,2.382289,0.14407,9.5118,0.742967,0.73251,-1.473792,0.280792,-0.153656,-0.013062,58.0,-37.1719,13.9175,-49.4263,60.1303,-0.2137,-13.4975,946.0939,2567,2019-11-30 14:32:57:734
2.517243,1.198807,7.8676,2.403422,0.181899,9.505833,0.071435,1.153832,-1.273036,0.200165,-0.112122,0.055359,58.0,-37.1902,13.2446,-50.1572,59.222,-1.0628,-14.1891,946.0939,2577,2019-11-30 14:32:57:744
2.517243,1.198807,7.8676,2.403422,0.181899,9.505833,0.071435,1.153832,-1.273036,0.200165,-0.112122,0.055359,58.0,-37.1902,13.2446,-50.1572,59.222,-1.0628,-14.1891,946.0939,2587,2019-11-30 14:32:57:754
2.641678,1.531403,8.709869,2.415077,0.197836,9.50256,0.183782,1.305807,-0.767791,0.147629,-0.126785,0.136002,58.0,-39.3097,13.858,-47.2244,59.222,-1.0628,-14.1891,946.0814,2597,2019-11-30 14:32:57:764
3.225525,0.961914,9.016159,2.443635,0.216225,9.494855,0.781605,0.794898,-0.248803,0.163513,-0.234283,0.187302,58.0,-39.3097,13.858,-47.2244,59.222,-1.0628,-14.1891,946.0814,2607,2019-11-30 14:32:57:774
3.225525,0.961914,9.016159,2.469176,0.23252,9.48786,0.781605,0.794898,-0.248803,0.234375,-0.257492,0.1763,58.0,-40.0375,13.1683,-47.9553,61.6959,-1.3586,-14.5874,946.0814,2618,2019-11-30 14:32:57:785
3.692124,0.607773,8.755341,2.469176,0.23252,9.48786,1.186517,0.370283,-0.430599,0.305222,-0.233078,0.161652,58.0,-40.0375,13.1683,-47.9553,61.6959,-1.3586,-14.5874,946.0814,2627,2019-11-30 14:32:57:794
3.84288,0.643677,8.477768,2.516643,0.282081,9.474034,1.360386,0.377686,-0.735249,0.323547,-0.136551,0.14209,58.0,-39.3112,13.8718,-50.1633,61.6959,-1.3586,-14.5874,946.0814,2638,2019-11-30 14:32:57:805
3.84288,0.643677,8.477768,2.537226,0.321747,9.467278,1.597976,0.328376,-0.629231,0.305222,-0.062042,0.096893,58.0,-39.3112,13.8718,-50.1633,61.6959,-1.3586,-14.5874,946.0814,2647,2019-11-30 14:32:57:814
4.134796,0.734604,8.650055,2.547532,0.348833,9.463551,1.597976,0.328376,-0.629231,0.299118,-0.082809,0.010147,58.0,-39.3112,13.8718,-50.1633,61.6959,-1.3586,-14.5874,946.0814,2657,2019-11-30 14:32:57:824
4.228119,1.04805,8.563919,2.547532,0.348833,9.463551,1.633732,0.450424,-0.599499,0.305222,-0.192749,-0.103439,58.0,-38.6139,13.205,-48.6893,58.8977,-2.0385,-15.0665,946.0814,2667,2019-11-30 14:32:57:834
4.108475,1.471588,7.956131,2.585459,0.410579,9.450779,1.708972,0.901904,-0.882884,0.299118,-0.248962,-0.153534,58.0,-40.0528,12.4924,-47.9523,58.8977,-2.0385,-15.0665,946.0814,2678,2019-11-30 14:32:57:845
4.108475,1.471588,7.956131,2.585459,0.410579,9.450779,1.708972,0.901904,-0.882884,0.299118,-0.248962,-0.153534,58.0,-40.0528,12.4924,-47.9523,58.8977,-2.0385,-15.0665,946.0814,2688,2019-11-30 14:32:57:855
3.704086,1.715653,7.144974,2.623209,0.460056,9.438089,1.271148,1.192341,-1.865764,0.269806,-0.208633,-0.149872,58.0,-40.0375,13.1729,-48.6893,58.2922,-2.6889,-15.5327,946.0814,2697,2019-11-30 14:32:57:864
3.704086,1.715653,7.144974,2.623209,0.460056,9.438089,1.271148,1.192341,-1.865764,0.156189,-0.013168,-0.064346,58.0,-40.0375,13.1729,-48.6893,58.2922,-2.6889,-15.5327,946.0814,2707,2019-11-30 14:32:57:874
3.146561,1.940582,6.644867,2.641299,0.50587,9.430696,0.612519,1.440061,-2.554815,0.029129,0.123657,0.017487,58.0,-39.3417,12.5092,-47.9523,58.2922,-2.6889,-15.5327,946.0814,2718,2019-11-30 14:32:57:885
2.931214,1.861618,7.697708,2.621464,0.50733,9.436151,0.384928,1.416273,-1.850923,-0.097931,0.256821,0.082245,58.0,-39.3417,12.5092,-47.9523,58.2922,-2.6889,-15.5327,946.0814,2727,2019-11-30 14:32:57:894
2.931214,1.861618,7.697708,2.621464,0.50733,9.436151,0.384928,1.416273,-1.850923,-0.097931,0.256821,0.082245,58.0,-39.3417,12.5092,-47.9523,58.2922,-2.6889,-15.5327,946.0814,2737,2019-11-30 14:32:57:904
3.026917,1.428513,9.219543,2.582276,0.478785,9.448439,0.50633,1.003937,-0.07542,-0.183441,0.179871,0.092011,58.0,-40.0696,11.821,-48.6832,59.4931,-2.9654,-15.5259,946.072,2748,2019-11-30 14:32:57:915
3.132202,1.031311,9.499512,2.58615,0.460585,9.448284,0.615761,0.611217,0.313088,-0.133347,-0.041275,0.039474,58.0,-40.7654,12.4741,-47.2183,59.4931,-2.9654,-15.5259,946.072,2758,2019-11-30 14:32:57:925
3.132202,1.031311,9.499512,2.58615,0.460585,9.448284,0.615761,0.611217,0.313088,-0.061279,-0.099899,0.010147,58.0,-40.7654,12.4741,-47.2183,59.4931,-2.9654,-15.5259,946.072,2768,2019-11-30 14:32:57:935
2.967102,0.811173,9.040085,2.599436,0.456554,9.444834,0.517617,0.382999,-0.05655,0.001022,-0.051056,0.018707,58.0,-40.7654,12.4741,-47.2183,59.4931,-2.9654,-15.5259,946.072,2777,2019-11-30 14:32:57:944
2.658432,0.770493,8.602203,2.594768,0.458848,9.446006,0.133721,0.325795,-0.575499,0.026672,0.065018,0.095673,58.0,-40.7333,13.8336,-48.6954,57.8226,-2.6684,-15.3881,946.072,2788,2019-11-30 14:32:57:955
2.658432,0.770493,8.602203,2.594768,0.458848,9.446006,0.133721,0.325795,-0.575499,-0.033173,0.108994,0.125,58.0,-39.3265,13.1897,-48.6893,57.8226,-2.6684,-15.3881,946.072,2798,2019-11-30 14:32:57:965
2.517243,0.524033,8.937195,2.579209,0.446749,9.450846,0.010582,0.182134,-0.426511,-0.101578,0.152985,0.14209,58.0,-39.3265,13.1897,-48.6893,57.8226,-2.6684,-15.3881,946.072,2807,2019-11-30 14:32:57:974
2.687134,-0.004791,9.899109,2.579209,0.446749,9.450846,0.010582,0.182134,-0.426511,-0.086929,0.183517,0.173859,58.0,-39.3249,13.1744,-45.7504,58.7597,-2.6111,-15.2647,946.072,2818,2019-11-30 14:32:57:985
2.687134,-0.004791,9.899109,2.548877,0.420502,9.460274,0.195361,-0.377399,0.612432,-0.086929,0.183517,0.173859,58.0,-39.3249,13.1744,-45.7504,58.7597,-2.6111,-15.2647,946.072,2827,2019-11-30 14:32:57:994
2.567505,-0.39003,10.286743,2.548877,0.420502,9.460274,0.195361,-0.377399,0.612432,-0.013641,0.170074,0.178741,58.0,-39.3249,13.1744,-45.7504,58.7597,-2.6111,-15.2647,946.072,2837,2019-11-30 14:32:58:004
2.349747,-0.610168,10.444672,2.53043,0.413468,9.465535,0.114345,-0.764306,1.039461,0.067001,0.093124,0.181183,58.0,-40.0528,12.4924,-47.9523,58.7597,-2.6111,-15.2647,946.072,2848,2019-11-30 14:32:58:015
2.349747,-0.792023,10.70549,2.520005,0.426405,9.467742,-0.235833,-1.131295,1.303618,0.17572,0.046692,0.173859,58.0,-40.0391,13.179,-50.1587,58.9386,-2.4921,-14.9047,946.072,2857,2019-11-30 14:32:58:024
2.136795,-0.792023,10.70549,2.520005,0.426405,9.467742,-0.235833,-1.131295,1.303618,0.282013,0.096771,0.170212,58.0,-40.0391,13.179,-50.1587,58.9386,-2.4921,-14.9047,946.072,2867,2019-11-30 14:32:58:034
2.624924,-0.63649,11.160126,2.506433,0.462078,9.469671,-0.078022,-1.17951,1.796575,0.440857,0.06868,0.157974,58.0,-40.0391,13.179,-50.1587,58.9386,-2.4921,-14.9047,946.072,2878,2019-11-30 14:32:58:045
3.69931,0.086136,9.683746,2.506433,0.462078,9.469671,-0.078022,-1.17951,1.796575,0.745056,-0.121902,0.015045,58.0,-40.0528,12.4893,-47.2168,58.9386,-2.4921,-14.9047,946.072,2888,2019-11-30 14:32:58:055
3.69931,0.086136,9.683746,2.52162,0.575125,9.459442,1.225953,-0.537734,0.644376,0.807358,-0.215958,-0.059463,58.0,-40.0528,12.4893,-47.2168,58.9386,-2.4921,-14.9047,946.072,2897,2019-11-30 14:32:58:064
3.672989,0.701096,7.719254,2.52162,0.575125,9.459442,1.225953,-0.537734,0.644376,0.807358,-0.215958,-0.059463,58.0,-40.0696,11.821,-48.6832,59.4542,-3.3621,-14.9263,946.072,2907,2019-11-30 14:32:58:074
3.672989,0.701096,7.719254,2.566255,0.689954,9.43974,1.199972,0.352948,-2.157964,0.797577,-0.323471,-0.19873,58.0,-40.0696,11.821,-48.6832,59.4542,-3.3621,-14.9263,946.072,2918,2019-11-30 14:32:58:085
3.672989,0.701096,7.719254,2.566255,0.689954,9.43974,1.199972,0.352948,-2.157964,0.797577,-0.323471,-0.19873,58.0,-40.0696,11.821,-48.6832,59.4542,-3.3621,-14.9263,946.072,2928,2019-11-30 14:32:58:095
3.345169,2.294724,5.197205,2.589097,0.776738,9.42675,0.875509,1.466718,-3.910129,0.478714,-0.124344,-0.360001,58.0,-38.6139,13.205,-48.6893,55.5256,-4.0344,-15.2087,946.072,2937,2019-11-30 14:32:58:104
3.345169,2.294724,5.197205,2.589097,0.776738,9.42675,0.875509,1.466718,-3.910129,0.478714,-0.124344,-0.360001,58.0,-38.6139,13.205,-48.6893,55.5256,-4.0344,-15.2087,946.072,2947,2019-11-30 14:32:58:114
1.225128,2.478958,7.992035,2.511247,0.733791,9.451221,-0.987334,1.896975,-1.68016,-0.591492,0.299576,-0.413773,58.0,-39.3585,11.8378,-48.6832,55.5256,-4.0344,-15.2087,946.072,2957,2019-11-30 14:32:58:124
0.65564,1.854431,9.57608,2.477602,0.635988,9.467175,-1.70055,1.311474,0.230504,-0.846832,0.189636,-0.32457,58.0,-39.3585,11.8378,-48.6832,55.5256,-4.0344,-15.2087,946.072,2970,2019-11-30 14:32:58:137
0.086136,1.064804,10.803589,2.477602,0.635988,9.467175,-1.70055,1.311474,0.230504,-0.859055,0.163986,-0.208527,58.0,-39.3906,10.4797,-47.9416,61.9452,-3.7184,-14.6657,946.072,2978,2019-11-30 14:32:58:145
0.086136,1.064804,10.803589,2.444063,0.536482,9.482042,-2.254755,0.599316,1.498779,-0.575607,0.193283,0.11644,58.0,-39.3906,10.4797,-47.9416,61.9452,-3.7184,-14.6657,946.072,2988,2019-11-30 14:32:58:155
-0.078964,0.624527,11.3013,2.407488,0.463408,9.495243,-2.304192,0.012118,2.182111,-0.347153,0.209167,0.31926,58.0,-40.1031,10.4767,-50.8804,61.9452,-3.7184,-14.6657,946.072,2997,2019-11-30 14:32:58:164
0.921234,-0.114853,11.483154,2.407488,0.463408,9.495243,-2.304192,0.012118,2.182111,-0.12114,0.203079,0.45488,58.0,-40.1031,10.4767,-50.8804,61.9452,-3.7184,-14.6657,946.072,3007,2019-11-30 14:32:58:174
0.921234,-0.114853,11.483154,2.374488,0.426067,9.505297,-1.303389,-0.578758,2.210201,0.08165,0.174957,0.504959,58.0,-39.3585,11.8332,-47.9492,61.1718,-2.4901,-14.0258,946.072,3017,2019-11-30 14:32:58:184
1.837692,-0.792023,10.614563,2.342049,0.417323,9.513728,-0.353344,-1.339814,1.026672,0.161072,0.16275,0.452408,58.0,-39.3585,11.8332,-47.9492,61.1718,-2.4901,-14.0258,946.072,3028,2019-11-30 14:32:58:195
1.837692,-0.792023,10.614563,2.342049,0.417323,9.513728,-0.353344,-1.339814,1.026672,0.161072,0.16275,0.452408,58.0,-39.3585,11.8332,-47.9492,61.1718,-2.4901,-14.0258,946.072,3038,2019-11-30 14:32:58:205
2.11525,-1.100693,9.430115,2.327415,0.418253,9.517279,-0.15744,-1.528608,0.322454,0.135422,0.178635,0.374222,58.0,-40.0543,12.5031,-50.1556,61.1718,-2.4901,-14.0258,946.072,3047,2019-11-30 14:32:58:214
2.474182,-1.012161,9.614365,2.299239,0.411115,9.524435,0.097291,-1.417566,0.187249,0.009567,0.245834,0.25206,58.0,-40.0543,12.5031,-50.1556,61.1718,-2.4901,-14.0258,946.0778,3063,2019-11-30 14:32:58:230
2.474182,-1.012161,9.614365,2.299239,0.411115,9.524435,0.097291,-1.417566,0.187249,0.009567,0.245834,0.25206,58.0,-40.0543,12.5031,-50.1556,61.1718,-2.4901,-14.0258,946.0778,3068,2019-11-30 14:32:58:235
2.474182,-1.012161,9.614365,2.299239,0.411115,9.524435,0.097291,-1.417566,0.187249,0.009567,0.245834,0.25206,58.0,-40.0543,12.5031,-50.1556,61.1718,-2.4901,-14.0258,946.0778,3077,2019-11-30 14:32:58:244
2.634491,-1.043274,9.836899,2.278224,0.402107,9.529868,0.462026,-1.437558,0.624576,-0.014862,0.251938,0.194626,58.0,-39.36,11.8439,-50.1526,61.1676,-2.4027,-13.5718,946.0778,3087,2019-11-30 14:32:58:254
3.168091,-0.969086,9.549759,2.278224,0.402107,9.529868,0.875801,-1.45303,0.450089,0.233139,-0.267288,-0.311142,58.0,-37.9166,12.5458,-48.6862,61.1676,-2.4027,-13.5718,946.0778,3097,2019-11-30 14:32:58:264
3.010178,-0.734604,8.977875,2.303285,0.442122,9.522069,0.852642,-1.299128,-0.10907,0.312561,-0.247726,-0.424759,58.0,-37.9166,12.5458,-48.6862,61.1676,-2.4027,-13.5718,946.0778,3108,2019-11-30 14:32:58:275
3.010178,-0.734604,8.977875,2.342958,0.514199,9.508761,0.852642,-1.299128,-0.10907,0.346756,-0.16832,-0.466309,58.0,-37.9181,12.5549,-50.8911,61.1676,-2.4027,-13.5718,946.0778,3117,2019-11-30 14:32:58:284
2.287537,-0.18425,8.449051,2.342958,0.514199,9.508761,0.082468,-0.803047,-0.830332,0.395645,0.021027,-0.480957,58.0,-37.9181,12.5549,-50.8911,61.1676,-2.4027,-13.5718,946.0778,3127,2019-11-30 14:32:58:294
1.514664,0.605377,8.999405,2.334613,0.582935,9.506848,0.082468,-0.803047,-0.830332,0.482391,0.218964,-0.430862,58.0,-38.6139,13.208,-49.4232,58.0096,-3.4078,-13.7972,946.0778,3138,2019-11-30 14:32:58:305
1.323227,1.158127,9.174088,2.310329,0.637159,9.5093,-0.700782,-0.078055,-0.307924,0.572784,0.250717,-0.375885,58.0,-38.6139,13.208,-49.4232,58.0096,-3.4078,-13.7972,946.0778,3147,2019-11-30 14:32:58:314
1.323227,1.158127,9.174088,2.310329,0.637159,9.5093,-0.700782,-0.078055,-0.307924,0.572784,0.250717,-0.375885,58.0,-38.6139,13.208,-49.4232,58.0096,-3.4078,-13.7972,946.0778,3157,2019-11-30 14:32:58:324
1.117447,1.483551,9.075974,2.265757,0.768666,9.510304,-1.061363,0.704329,-0.168591,0.674194,0.1371,-0.30748,58.0,-40.0696,11.821,-48.6832,58.0096,-3.4078,-13.7972,946.0778,3168,2019-11-30 14:32:58:335
1.347153,1.473984,8.724228,2.256934,0.910915,9.499835,-0.989274,0.700698,-0.451743,0.702286,-0.038818,-0.231735,58.0,-37.9501,11.2015,-50.8835,56.9625,-5.3297,-13.3643,946.0778,3178,2019-11-30 14:32:58:345
1.347153,1.473984,8.724228,2.256934,0.910915,9.499835,-0.989274,0.700698,-0.451743,0.703522,-0.145111,-0.265945,58.0,-37.9501,11.2015,-50.8835,56.9625,-5.3297,-13.3643,946.0778,3188,2019-11-30 14:32:58:355
2.304291,1.368698,8.365311,2.270075,1.017547,9.48587,0.010151,0.383348,-0.854626,0.740173,-0.104782,-0.350235,58.0,-37.9669,10.5225,-50.145,56.9625,-5.3297,-13.3643,946.0778,3198,2019-11-30 14:32:58:365
2.232498,1.966904,7.872391,2.273239,1.137249,9.471506,0.25915,0.624872,-1.237974,0.815903,0.036911,-0.399094,58.0,-37.9669,10.5225,-50.145,56.9625,-5.3297,-13.3643,946.0815,3207,2019-11-30 14:32:58:374
2.232498,1.966904,7.872391,2.273239,1.137249,9.471506,0.25915,0.624872,-1.237974,0.815903,0.036911,-0.399094,58.0,-40.1352,9.1248,-50.8728,59.7009,-6.6594,-13.4962,946.0815,3217,2019-11-30 14:32:58:384
0.870987,2.766098,7.802994,2.244442,1.265275,9.462132,-0.893718,1.349094,-1.45847,0.808579,0.267822,-0.252502,58.0,-40.1352,9.1248,-50.8728,59.7009,-6.6594,-13.4962,946.0815,3227,2019-11-30 14:32:58:394
0.870987,2.766098,7.802994,2.192509,1.380441,9.458206,-1.671088,1.463861,-1.228223,0.759705,0.348465,-0.131546,58.0,-38.71,9.1507,-49.4019,59.7009,-6.6594,-13.4962,946.0815,3237,2019-11-30 14:32:58:404
0.351746,2.560318,8.274384,2.172986,1.446339,9.452864,-1.774661,1.199208,-0.953335,0.682755,0.199402,-0.047256,58.0,-38.71,9.1507,-49.4019,59.7009,-6.6594,-13.4962,946.0815,3247,2019-11-30 14:32:58:414
0.705887,2.033905,8.31984,2.172986,1.446339,9.452864,-1.774661,1.199208,-0.953335,0.620422,-0.118225,-0.068024,58.0,-38.71,9.1507,-49.4019,59.7009,-6.6594,-13.4962,946.0815,3257,2019-11-30 14:32:58:424
0.705887,2.033905,8.31984,2.187402,1.536572,9.435286,-1.17883,0.371493,-0.87139,0.637543,-0.437088,-0.14621,58.0,-38.7253,8.4702,-48.6649,58.9964,-8.4812,-12.946,946.0815,3267,2019-11-30 14:32:58:434
2.014755,1.505081,8.102097,2.24927,1.63294,9.404503,0.231143,-0.159397,-1.201314,0.687637,-0.544601,-0.207291,58.0,-38.0127,8.49,-49.3988,58.9964,-8.4812,-12.946,946.0815,3277,2019-11-30 14:32:58:444
3.345169,1.564911,7.302902,2.24927,1.63294,9.404503,0.231143,-0.159397,-1.201314,0.687637,-0.544601,-0.207291,58.0,-38.0127,8.49,-49.3988,58.9964,-8.4812,-12.946,946.0815,3288,2019-11-30 14:32:58:455
3.136994,2.057831,6.582657,2.315388,1.792975,9.359199,1.178487,0.113607,-2.221968,0.854996,-0.235519,-0.311142,58.0,-38.028,7.811,-48.6618,58.9964,-8.4812,-12.946,946.0815,3298,2019-11-30 14:32:58:465
2.179855,2.316254,6.187836,2.296824,1.919101,9.338738,0.250966,0.376894,-2.776568,0.854996,0.250717,-0.184082,58.0,-38.028,7.811,-48.6618,58.9964,-8.4812,-12.946,946.0815,3308,2019-11-30 14:32:58:475
2.179855,2.316254,6.187836,2.296824,1.919101,9.338738,0.250966,0.376894,-2.776568,0.823242,0.506058,-0.099777,58.0,-40.1962,6.4102,-48.6542,57.8392,-11.2853,-13.8174,946.0815,3317,2019-11-30 14:32:58:484
1.287338,2.660813,6.419937,2.227634,2.036076,9.330725,-0.727694,0.642376,-2.737683,0.823242,0.506058,-0.099777,58.0,-40.1962,6.4102,-48.6542,57.8392,-11.2853,-13.8174,946.0815,3327,2019-11-30 14:32:58:494
1.344772,2.490921,6.747757,2.167662,2.143672,9.320745,-0.783661,0.444337,-2.29126,0.786591,0.542709,-0.027695,58.0,-38.092,5.1056,-48.6465,57.8392,-11.2853,-13.8174,946.0815,3341,2019-11-30 14:32:58:508
2.026718,2.328217,6.764511,2.167662,2.143672,9.320745,-0.783661,0.444337,-2.29126,0.738937,0.187195,-0.057022,58.0,-38.092,5.1056,-48.6465,57.8392,-11.2853,-13.8174,946.0815,3347,2019-11-30 14:32:58:514
2.026718,2.328217,6.764511,2.150893,2.246561,9.300377,-0.099282,0.171888,-2.216114,0.690079,-0.03273,-0.160873,58.0,-35.9741,4.4922,-51.5808,53.3823,-13.2432,-13.0218,946.0815,3357,2019-11-30 14:32:58:524
2.316254,2.096115,6.403198,2.152717,2.311295,9.284079,0.245693,-0.186229,-2.589188,0.567902,0.045471,-0.229294,58.0,-35.9741,4.4922,-51.5808,53.3823,-13.2432,-13.0218,946.0769,3368,2019-11-30 14:32:58:535
2.23729,2.072189,6.340973,2.143283,2.397169,9.264464,0.192504,-0.247714,-2.629084,0.567902,0.045471,-0.229294,58.0,-37.4115,3.775,-49.3713,53.3823,-13.2432,-13.0218,946.0769,3377,2019-11-30 14:32:58:544
1.974075,2.330612,6.869797,2.10292,2.46472,9.255985,0.192504,-0.247714,-2.629084,0.478714,0.205521,-0.208527,58.0,-37.4115,3.775,-49.3713,53.3823,-13.2432,-13.0218,946.0769,3387,2019-11-30 14:32:58:554
1.301697,2.612961,7.74318,2.10292,2.46472,9.255985,-0.088617,-0.013005,-1.983936,0.401733,0.355789,-0.180405,58.0,-38.8382,3.7445,-50.1083,55.829,-14.5563,-12.8001,946.0769,3397,2019-11-30 14:32:58:564
1.301697,2.612961,7.74318,2.043814,2.526747,9.252501,-0.088617,-0.013005,-1.983936,0.401733,0.355789,-0.180405,59.0,-38.8382,3.7445,-50.1083,55.829,-14.5563,-12.8001,946.0769,3407,2019-11-30 14:32:58:574
1.256226,2.667999,7.951355,2.005734,2.608465,9.238146,-0.73071,0.197463,-1.001378,0.487274,0.346008,-0.125443,59.0,-38.1088,4.4327,-49.3774,55.829,-14.5563,-12.8001,946.0769,3417,2019-11-30 14:32:58:584
1.256226,2.667999,7.951355,2.005734,2.608465,9.238146,-0.73071,0.197463,-1.001378,0.6754,0.021027,-0.129105,59.0,-38.1088,4.4327,-49.3774,55.829,-14.5563,-12.8001,946.0769,3428,2019-11-30 14:32:58:595
2.158325,3.089127,6.936798,2.003299,2.672772,9.220275,0.201386,0.534871,-1.816159,0.631424,-0.118225,-0.136429,59.0,-38.8702,2.3911,-50.1022,57.5274,-15.8159,-12.2582,946.0769,3437,2019-11-30 14:32:58:604
