TIME_OF_DAY,SPEED_mps,LATITUDE,LONGITUDE,ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9:41:19 AM,0,29.99817313,-95.74051891,-1.206,4.79,8.657,-1.587,5.587,7.902,0.26,0.157,0.255,0.042,0.067,-0.063,2740,-14.6,-14.1,-41.5,66.8,-34.7,11.3,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08949703,0.3,3.216,76,14 / 22,,12165,2019-09-28 09:41:18:991
9:41:20 AM,0.069319424,29.99817196,-95.74050919,-1.613,6.451,7.796,-1.587,5.587,7.902,0.26,0.157,0.255,0.04,0.096,-0.06,2740,-16.8,-13.4,-44.4,66.8,-34.7,11.3,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12175,2019-09-28 09:41:19:001
9:41:21 AM,0.069319424,29.99816942,-95.74049845,-1.656,6.185,7.702,-1.601,5.592,7.896,-0.18,0.897,-0.405,-0.005,0.029,-0.06,2740,-16.8,-13.4,-44.4,66.8,-34.7,11.3,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12186,2019-09-28 09:41:19:012
9:41:22 AM,1.489690143,29.99816811,-95.74048487,-1.254,5.355,8.339,-1.609,5.59,7.895,0.34,-0.111,0.387,-0.005,0.064,-0.063,2740,-14.6,-13.4,-44.4,62.5,-34.8,11.5,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12196,2019-09-28 09:41:19:022
9:41:23 AM,1.489690143,29.99816486,-95.74047511,-1.452,4.898,8.253,-1.622,5.588,7.894,0.198,-0.694,0.595,0.04,0.081,-0.069,2740,-14.6,-13.4,-44.4,62.5,-34.8,11.5,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12206,2019-09-28 09:41:19:032
9:41:24 AM,0.066935726,29.99816085,-95.74046799,-1.452,4.898,8.253,-1.622,5.588,7.894,0.198,-0.694,0.595,0.036,0.084,-0.068,2740,-16.1,-14.1,-43.7,62.5,-34.8,11.5,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12215,2019-09-28 09:41:19:041
9:41:25 AM,0.066935726,29.99815765,-95.7404629,-1.775,5.252,7.798,-1.637,5.59,7.889,-0.112,-0.258,-0.072,0.036,0.084,-0.068,2740,-16.1,-14.1,-43.7,62.5,-34.8,11.5,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12226,2019-09-28 09:41:19:052
9:41:26 AM,1.212146074,29.99815775,-95.74045594,-1.687,5.975,7.143,-1.652,5.596,7.882,-0.345,0.658,-0.98,0.048,0.053,-0.061,2740,-15.3,-12.7,-43.7,62.8,-34.8,11.7,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12236,2019-09-28 09:41:19:062
9:41:27 AM,1.258791987,29.99816349,-95.74044806,-1.419,5.46,7.102,-1.652,5.596,7.882,-0.345,0.658,-0.98,-0.002,0.031,-0.042,2740,-15.3,-12.7,-43.7,62.8,-34.8,11.7,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12246,2019-09-28 09:41:19:072
9:41:28 AM,1.258791987,29.99817549,-95.74044049,-1.419,5.46,7.102,-1.66,5.595,7.881,0.275,-0.524,-0.362,-0.021,0.047,-0.061,2740,-15.4,-14.8,-42.2,62.8,-34.8,11.7,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12256,2019-09-28 09:41:19:082
9:41:29 AM,1.163061821,29.9981887,-95.74043272,-1.718,4.501,8.461,-1.674,5.591,7.881,0.003,-1.001,0.66,0.014,0.067,-0.052,2565,-15.4,-14.8,-42.2,62.8,-34.8,11.7,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12265,2019-09-28 09:41:19:091
9:41:30 AM,1.163061821,29.99819872,-95.74042618,-1.785,5.078,7.997,-1.674,5.591,7.881,0.003,-1.001,0.66,0.052,0.103,-0.069,2565,-15.3,-12.7,-43.7,63.1,-34.8,12,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12276,2019-09-28 09:41:19:102
9:41:31 AM,1.208414495,29.99820209,-95.74041522,-1.969,5.97,7.262,-1.691,5.594,7.875,-0.47,-0.002,-0.551,0.021,0.07,-0.049,2565,-15.3,-12.7,-43.7,63.1,-34.8,12,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12286,2019-09-28 09:41:19:112
9:41:32 AM,1.208414495,29.99820025,-95.74040299,-1.969,5.97,7.262,-1.703,5.595,7.872,0.022,0.313,-0.016,0.007,0.08,-0.056,2565,-13.9,-13.4,-42.9,63.1,-34.8,12,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12295,2019-09-28 09:41:19:121
9:41:33 AM,1.333635297,29.99819725,-95.74039438,-1.577,5.609,8.344,-1.703,5.595,7.872,0.022,0.313,-0.016,0.008,0.058,-0.05,2565,-13.9,-13.4,-42.9,63.1,-34.8,12,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12306,2019-09-28 09:41:19:132
9:41:34 AM,1.333635297,29.99819725,-95.74039438,-1.086,5.456,7.777,-1.714,5.595,7.87,0.411,0.108,0.085,0.002,0.101,-0.073,2565,-15.3,-12.7,-43.7,63.4,-34.8,12.3,8,1006.6,41.35,29.99818,-95.74053,21,NaN,-0.08140686,0.3,3.216,76,14 / 22,,12316,2019-09-28 09:41:19:142
9:41:35 AM,1.271706255,29.99819608,-95.74038562,-1.553,4.939,7.621,-1.728,5.592,7.868,0.362,-0.582,-0.087,-0.002,0.101,-0.061,2565,-15.3,-12.7,-43.7,63.4,-34.8,12.3,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12326,2019-09-28 09:41:19:152
9:41:36 AM,1.271706255,29.99821081,-95.74035731,-1.216,4.929,7.844,-1.742,5.59,7.867,0.461,-0.691,0.081,0.019,0.098,-0.063,2565,-13.9,-14,-42.9,63.4,-34.8,12.3,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12336,2019-09-28 09:41:19:162
9:41:37 AM,1.160196956,29.99821761,-95.7403403,-1.216,4.929,7.844,-1.742,5.59,7.867,0.461,-0.691,0.081,0.019,0.098,-0.063,2565,-13.9,-14,-42.9,63.4,-34.8,12.3,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12346,2019-09-28 09:41:19:172
9:41:38 AM,1.160196956,29.99822234,-95.74032462,-2.278,5.922,8.064,-1.763,5.589,7.863,-0.504,0.318,0.248,0.008,0.111,-0.051,2565,-14,-15.4,-42.9,66.9,-34.7,12.6,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12356,2019-09-28 09:41:19:182
9:41:39 AM,1.203474698,29.99822016,-95.74031154,-1.878,5.927,8.554,-1.77,5.588,7.862,0.041,0.299,0.836,0.001,0.083,-0.042,2565,-14,-15.4,-42.9,66.9,-34.7,12.6,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12365,2019-09-28 09:41:19:191
9:41:40 AM,1.318700974,29.99821598,-95.74030221,-2.314,5.568,7.657,-1.788,5.589,7.858,-0.56,0.14,-0.24,-0.002,0.12,-0.036,2565,-12.5,-13.3,-42.9,66.9,-34.7,12.6,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12376,2019-09-28 09:41:19:202
9:41:41 AM,1.318700974,29.99821385,-95.74029255,-2.453,5.025,7.853,-1.788,5.589,7.858,-0.56,0.14,-0.24,0.001,0.095,-0.038,2565,-12.5,-13.3,-42.9,66.9,-34.7,12.6,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12385,2019-09-28 09:41:19:211
9:41:42 AM,1.304819896,29.99821663,-95.7402858,-2.453,5.025,7.853,-1.804,5.586,7.856,-0.704,-0.456,-0.03,0.01,0.096,-0.038,2565,-13.2,-14,-43.7,63.4,-34.7,12.9,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12396,2019-09-28 09:41:19:222
9:41:43 AM,1.304819896,29.99822515,-95.7402808,-2.472,5.539,7.293,-1.818,5.586,7.852,-0.59,0.106,-0.517,0.004,0.091,-0.03,2565,-13.2,-14,-43.7,63.4,-34.7,12.9,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12406,2019-09-28 09:41:19:232
9:41:44 AM,1.237624863,29.99822515,-95.7402808,-2.879,6.173,7.822,-1.834,5.586,7.849,-1.07,0.455,0.153,-0.013,0.067,-0.038,2565,-13.9,-13.4,-42.9,63.4,-34.7,12.9,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12416,2019-09-28 09:41:19:242
9:41:45 AM,1.237624863,29.99823328,-95.74027335,-2.434,5.824,8.009,-1.834,5.586,7.849,-1.07,0.455,0.153,-0.002,0.033,-0.034,2565,-13.9,-13.4,-42.9,63.4,-34.7,12.9,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12426,2019-09-28 09:41:19:252
9:41:46 AM,1.244820234,29.99823193,-95.74025346,-2.434,5.824,8.009,-1.844,5.585,7.848,-0.619,-0.142,-0.184,0.004,0.041,-0.028,2565,-14.7,-14.7,-42.2,69.5,-34.7,13.1,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12436,2019-09-28 09:41:19:262
9:41:47 AM,1.244820234,29.99822741,-95.7402447,-2.477,5.178,7.595,-1.853,5.584,7.845,-0.619,-0.142,-0.184,0.009,0.054,-0.019,2565,-14.7,-14.7,-42.2,69.5,-34.7,13.1,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12445,2019-09-28 09:41:19:271
9:41:48 AM,1.424803441,29.9982244,-95.74023541,-2.242,5.798,7.671,-1.853,5.584,7.845,-0.626,-0.115,-0.08,0.009,0.054,-0.019,2565,-13.9,-13.4,-40.7,69.5,-34.7,13.1,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12456,2019-09-28 09:41:19:282
9:41:49 AM,1.37489793,29.99822722,-95.74022411,-2.242,5.798,7.671,-1.86,5.585,7.843,-0.208,0.557,-0.212,0.006,0.014,-0.02,2839,-13.9,-13.4,-40.7,69.5,-34.7,13.1,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.03893362,0.3,3.216,76,14 / 22,,12466,2019-09-28 09:41:19:292
9:41:50 AM,1.37489793,29.99823295,-95.74021405,-1.658,5.058,7.858,-1.866,5.586,7.841,0.047,0.247,0.282,0.004,0.014,-0.013,2839,-13.9,-14,-44.4,65.1,-34.7,13.4,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.045001213,0.3,3.216,76,14 / 22,,12480,2019-09-28 09:41:19:306
9:41:51 AM,1.284187638,29.99823979,-95.74020885,-1.658,5.058,7.858,-1.866,5.586,7.841,0.047,0.247,0.282,0.004,0.014,-0.013,2839,-13.9,-14,-44.4,65.1,-34.7,13.4,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.045001213,0.3,3.216,76,14 / 22,,12486,2019-09-28 09:41:19:312
9:41:52 AM,1.284187638,29.99824176,-95.74020993,-1.658,5.058,7.858,-1.866,5.586,7.841,0.067,-0.622,-0.277,0.021,0.042,-0.016,2839,-14.6,-12.7,-42.2,65.1,-34.7,13.4,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.045001213,0.3,3.216,76,14 / 22,,12496,2019-09-28 09:41:19:322
9:41:53 AM,1.284187638,29.99824155,-95.7402139,-1.586,5.135,7.341,-1.871,5.587,7.84,0.282,-0.299,-0.295,0.008,0.001,-0.013,2839,-14.6,-12.7,-42.2,65.1,-34.7,13.4,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.045001213,0.3,3.216,76,14 / 22,,12506,2019-09-28 09:41:19:332
9:41:54 AM,1.284187638,29.99824088,-95.74021699,-1.689,5.757,7.224,-1.874,5.588,7.838,-0.123,0.514,-0.536,0.018,0.069,-0.013,2839,-13.9,-13.4,-42.9,64.4,-34.7,13.4,8,1006.6,43.56,29.99818,-95.74053,21,NaN,-0.045001213,0.3,3.216,76,14 / 22,,12516,2019-09-28 09:41:19:342
,,,,-1.766,6.051,8.061,-1.879,5.589,7.836,-0.123,0.514,-0.536,-0.02,0.015,-0.007,2839,-13.9,-13.4,-42.9,64.4,-34.7,13.4,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12526,2019-09-28 09:41:19:352
,,,,-1.766,6.051,8.061,-1.879,5.589,7.836,-0.123,0.514,-0.536,-0.02,0.015,-0.007,2839,-13.9,-13.4,-42.9,64.4,-34.7,13.4,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12536,2019-09-28 09:41:19:362
,,,,-1.761,5.582,8.638,-1.88,5.588,7.836,0.077,0.141,0.766,-0.002,0.037,-0.017,2839,-14,-15.4,-42.2,64.4,-34.7,13.4,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12546,2019-09-28 09:41:19:372
,,,,-2.299,5.592,6.619,-1.892,5.593,7.83,-0.327,-0.004,-0.962,0.041,0.05,0.002,2839,-14,-15.4,-42.2,64.4,-34.7,13.4,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12556,2019-09-28 09:41:19:382
,,,,-1.962,5.769,6.968,-1.896,5.596,7.827,-0.123,0.288,-0.832,-0.007,0.02,0.013,2839,-14,-15.4,-42.2,64.4,-34.7,13.4,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12566,2019-09-28 09:41:19:392
,,,,-1.962,5.769,6.968,-1.896,5.596,7.827,-0.123,0.288,-0.832,-0.013,0.028,0.005,2839,-13.2,-14,-44.4,64.1,-34.8,13.6,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12575,2019-09-28 09:41:19:401
,,,,-1.909,5.716,7.186,-1.899,5.596,7.826,-0.091,-0.05,-0.385,-0.018,0.047,0.002,2839,-13.2,-14,-44.4,64.1,-34.8,13.6,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12585,2019-09-28 09:41:19:411
,,,,-1.866,5.331,8.392,-1.904,5.593,7.827,-0.04,0.124,0.741,0.012,0.047,-0.017,2839,-13.2,-14.7,-42.9,64.1,-34.8,13.6,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12596,2019-09-28 09:41:19:422
,,,,-2.371,6.293,7.375,-1.904,5.593,7.827,-0.04,0.124,0.741,0.012,0.047,-0.017,2839,-13.2,-14.7,-42.9,64.1,-34.8,13.6,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12606,2019-09-28 09:41:19:432
,,,,-2.163,6.279,7.102,-1.91,5.596,7.823,-0.348,1.019,-0.811,-0.004,-0.002,0.004,2839,-14.6,-13.4,-45.2,64.1,-34.8,13.7,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12616,2019-09-28 09:41:19:442
,,,,-2.163,6.279,7.102,-1.911,5.594,7.824,-0.208,0.106,0.295,-0.045,0.018,0,2839,-14.6,-13.4,-45.2,64.1,-34.8,13.7,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.045001213,0.7,3.216,88,14 / 22,,12626,2019-09-28 09:41:19:452
,,,,-1.78,5.47,8.301,-1.911,5.594,7.824,-0.208,0.106,0.295,-0.032,-0.004,0.011,2839,-13.9,-14.7,-44.4,64.1,-34.8,13.7,8,1006.6,43.56,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12635,2019-09-28 09:41:19:461
,,,,-1.831,5.389,8.77,-1.91,5.59,7.828,0.217,-0.339,1.091,0.003,0.052,0.002,2839,-13.9,-14.7,-44.4,64.1,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12645,2019-09-28 09:41:19:471
,,,,-2.139,6.047,7.913,-1.915,5.591,7.826,-0.288,0.472,0.143,-0.001,0.008,0.011,2839,-12.5,-15.4,-43.7,66,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12656,2019-09-28 09:41:19:482
,,,,-1.972,5.781,7.188,-1.915,5.593,7.824,-0.095,0.193,-0.493,-0.001,0.024,0.009,2938,-12.5,-15.4,-43.7,66,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12665,2019-09-28 09:41:19:491
,,,,-1.881,5.152,7.674,-1.915,5.593,7.824,-0.095,0.193,-0.493,0.001,-0.011,0.025,2938,-14.7,-14.7,-44.4,66,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12676,2019-09-28 09:41:19:502
,,,,-1.881,5.152,7.674,-1.913,5.593,7.825,0.222,-0.583,-0.304,0.004,0.001,0.003,2938,-14.7,-14.7,-44.4,66,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12685,2019-09-28 09:41:19:511
,,,,-1.807,5.874,8.037,-1.914,5.593,7.825,0.075,0.309,0.621,-0.007,0.003,0.004,2938,-14.6,-14.1,-43.7,66.6,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12695,2019-09-28 09:41:19:521
,,,,-1.833,6.425,7.614,-1.914,5.593,7.825,0.075,0.309,0.621,0.015,0.04,-0.002,2938,-14.6,-14.1,-43.7,66.6,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12706,2019-09-28 09:41:19:532
,,,,-2.29,6.111,7.147,-1.917,5.596,7.822,-0.17,0.865,-0.886,-0.035,0,0.005,2938,-12.5,-14,-42.2,66.6,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12716,2019-09-28 09:41:19:542
,,,,-1.811,5.374,8.047,-1.915,5.594,7.824,0.005,0.074,0.234,-0.035,0,0.005,2938,-12.5,-14,-42.2,66.6,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12726,2019-09-28 09:41:19:552
,,,,-1.811,5.374,8.047,-1.915,5.594,7.824,0.005,0.074,0.234,-0.02,0.007,0.015,2938,-13.9,-13.4,-42.9,64.7,-34.8,13.8,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12735,2019-09-28 09:41:19:561
,,,,-1.737,5.523,7.76,-1.915,5.591,7.826,0.145,-0.078,-0.05,-0.03,0.006,0.019,2938,-13.9,-13.4,-42.9,64.7,-34.8,13.8,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12745,2019-09-28 09:41:19:571
,,,,-1.981,5.425,7.987,-1.915,5.589,7.828,-0.094,-0.096,0.26,-0.02,0.013,0.019,2938,-13.2,-14,-42.9,64.7,-34.8,13.8,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12755,2019-09-28 09:41:19:581
,,,,-1.984,5.448,7.016,-1.915,5.589,7.828,-0.094,-0.096,0.26,0.002,-0.003,0.014,2938,-13.2,-14,-42.9,64.7,-34.8,13.8,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12766,2019-09-28 09:41:19:592
,,,,-1.984,5.448,7.016,-1.914,5.59,7.827,0.006,-0.112,-0.738,-0.002,0.001,0.009,2938,-13.2,-14,-43.7,64.3,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.07635052,0.7,3.216,88,14 / 22,,12776,2019-09-28 09:41:19:602
,,,,-1.9,5.362,6.93,-1.914,5.59,7.827,-0.04,-0.371,-0.664,-0.015,0.004,0.013,2938,-13.2,-14,-43.7,64.3,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12786,2019-09-28 09:41:19:612
,,,,-1.685,5.762,7.107,-1.913,5.59,7.827,0.154,0.013,-0.661,-0.01,0.003,0.008,2938,-11.8,-14,-45.1,64.3,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12796,2019-09-28 09:41:19:622
,,,,-1.685,5.762,7.107,-1.911,5.588,7.829,0.246,0.249,0.934,-0.035,-0.009,0.005,2938,-11.8,-14,-45.1,64.3,-34.8,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12806,2019-09-28 09:41:19:632
,,,,-1.565,5.74,8.882,-1.911,5.588,7.829,0.246,0.249,0.934,-0.007,-0.026,0.003,2938,-12.5,-14,-42.9,65.2,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12817,2019-09-28 09:41:19:643
,,,,-2.103,6.391,7.702,-1.912,5.589,7.828,-0.101,0.742,0.121,-0.014,0.003,0.004,2938,-12.5,-14,-42.9,65.2,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12826,2019-09-28 09:41:19:652
,,,,-2.103,6.391,7.702,-1.912,5.588,7.829,-0.101,0.742,0.121,-0.037,-0.008,0.005,2938,-14.7,-15.4,-44.4,65.2,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12836,2019-09-28 09:41:19:662
,,,,-2.046,6.176,8.009,-1.911,5.584,7.832,-0.238,0.604,0.208,-0.052,-0.009,0.031,2938,-14.7,-15.4,-44.4,65.2,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12846,2019-09-28 09:41:19:672
,,,,-1.807,4.822,8.808,-1.911,5.584,7.832,0.003,-0.586,0.933,-0.002,-0.002,0.02,2938,-12.5,-14.7,-42.2,67.9,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12856,2019-09-28 09:41:19:682
,,,,-2.094,4.441,7.851,-1.905,5.579,7.836,-0.168,-1.072,-0.163,0.04,-0.018,0.024,2754,-12.5,-14.7,-42.2,67.9,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12866,2019-09-28 09:41:19:692
,,,,-1.618,5.628,6.408,-1.903,5.584,7.834,-0.168,-1.072,-0.163,0.04,-0.018,0.024,2754,-14.7,-14.7,-42.9,67.9,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12876,2019-09-28 09:41:19:702
,,,,-1.618,5.628,6.408,-1.903,5.584,7.834,0.285,0.093,-1.176,-0.014,-0.009,0.017,2754,-14.7,-14.7,-42.9,67.9,-34.7,13.7,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12886,2019-09-28 09:41:19:712
,,,,-1.574,6.226,7.698,-1.9,5.584,7.834,0.266,0.467,-0.136,-0.026,-0.019,0.011,2754,-14.6,-13.4,-44.4,65,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12895,2019-09-28 09:41:19:721
,,,,-1.778,5.314,8.966,-1.898,5.579,7.838,0.06,-0.064,1.567,-0.029,-0.008,-0.008,2754,-14.6,-13.4,-44.4,65,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12906,2019-09-28 09:41:19:732
,,,,-1.852,5.298,8.755,-1.896,5.578,7.84,0.06,-0.064,1.567,0.015,-0.026,-0.008,2754,-11.8,-14.7,-42.9,65,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12916,2019-09-28 09:41:19:742
,,,,-1.912,5.788,6.762,-1.896,5.578,7.84,0.098,0.271,-0.585,-0.009,-0.005,0.004,2754,-11.8,-14.7,-42.9,65,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12926,2019-09-28 09:41:19:752
,,,,-2.127,5.228,7.281,-1.894,5.577,7.841,-0.251,-0.329,-0.509,-0.038,-0.058,0.016,2754,-14,-15.4,-42.2,69,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.081912495,0.7,3.216,88,14 / 22,,12935,2019-09-28 09:41:19:761
,,,,-2.127,5.228,7.281,-1.887,5.572,7.846,-0.251,-0.329,-0.509,-0.051,-0.062,0.019,2754,-14,-15.4,-42.2,69,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.04601248,0.7,3.216,88,14 / 22,,12945,2019-09-28 09:41:19:771
,,,,-1.804,4.606,7.949,-1.887,5.572,7.846,0.296,-0.907,-0.244,-0.015,0.033,0.021,2754,-12.5,-14.7,-42.9,69,-34.7,13.6,8,1006.6,44.31,29.99817,-95.74052,20,NaN,-0.04601248,0.7,3.216,88,14 / 22,,12956,2019-09-28 09:41:19:782
