TIME_OF_DAY,SPEED_mps,LATITUDE,LONGITUDE,ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
,,,,-2.163,5.707,10.564,-2.722,5.486,7.66,0.645,-0.287,0.246,-0.077,0.332,0.173,2301,0.5,-3.6,-48.1,38.4,-34,19.3,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35355,2019-09-28 09:41:42:181
,,,,-2.163,5.707,10.564,-2.736,5.484,7.656,0.596,0.383,2.851,-0.027,0.211,0.147,2301,0.5,-3.6,-48.1,34.3,-34,19.6,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35365,2019-09-28 09:41:42:191
,,,,-2.175,6.458,7.052,-2.755,5.485,7.648,0.473,1.131,-0.193,-0.064,0.302,0.119,2301,0.5,-3.6,-48.1,34.3,-34,19.6,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35376,2019-09-28 09:41:42:202
,,,,-2.307,5.106,7.987,-2.755,5.485,7.648,0.507,-0.575,0.451,-0.058,0.208,0.124,2301,-0.2,-4.9,-48.9,34.3,-34,19.6,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35385,2019-09-28 09:41:42:211
,,,,-2.307,5.106,7.987,-2.765,5.477,7.65,0.507,-0.575,0.451,-0.058,0.208,0.107,2301,-0.2,-4.9,-48.9,34.3,-34,19.6,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35395,2019-09-28 09:41:42:221
,,,,-1.756,3.474,10.141,-2.78,5.478,7.644,0.958,-1.809,2.385,0.019,0.244,0.113,2301,1.2,-4.9,-48.1,35.9,-34,19.9,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35406,2019-09-28 09:41:42:232
,,,,-1.871,5.372,5.884,-2.78,5.478,7.644,0.813,-0.08,-1.87,0.004,0.223,0.12,2301,1.2,-4.9,-48.1,35.9,-34,19.9,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35415,2019-09-28 09:41:42:241
,,,,-2.055,4.994,7.456,-2.797,5.481,7.636,0.822,-0.508,0.071,-0.055,0.255,0.115,2301,2,-4.2,-48.9,35.9,-34,19.9,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.55722284,0.9,3.216,136.8,15 / 24,,35426,2019-09-28 09:41:42:252
,,,,-1.711,4.032,10.076,-2.808,5.475,7.636,0.822,-0.508,0.071,-0.066,0.24,0.119,2301,2,-4.2,-49.6,33.5,-33.9,20.2,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35436,2019-09-28 09:41:42:262
,,,,-2.749,5.858,7.619,-2.808,5.475,7.636,0.711,-0.775,2.775,0.012,0.323,0.118,2301,2,-4.2,-49.6,33.5,-33.9,20.2,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35445,2019-09-28 09:41:42:271
,,,,-2.749,5.858,7.619,-2.83,5.477,7.626,0.03,0.527,-0.238,-0.012,0.265,0.119,2301,2,-4.2,-49.6,33.5,-33.9,20.2,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35457,2019-09-28 09:41:42:283
,,,,-3.283,6.686,6.169,-2.83,5.477,7.626,0.03,0.527,-0.238,-0.057,0.255,0.099,2301,2.7,-4.2,-48.9,33.5,-33.9,20.2,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35466,2019-09-28 09:41:42:292
,,,,-2.51,5.331,8.535,-2.849,5.48,7.617,-0.173,0.041,0.087,-0.091,0.134,0.126,2432,2.7,-4.2,-48.9,33.5,-33.9,20.2,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35477,2019-09-28 09:41:42:303
,,,,-3.388,6.061,8.48,-2.861,5.472,7.619,0.107,-0.805,1.905,-0.01,0.237,0.088,2432,2,-3.5,-48.1,33.9,-34,20.5,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35486,2019-09-28 09:41:42:312
,,,,-3.388,6.061,8.48,-2.876,5.476,7.61,-0.689,1.466,-1.255,-0.01,0.237,0.088,2432,2,-3.5,-48.1,33.9,-34,20.5,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35496,2019-09-28 09:41:42:322
,,,,-3.572,7.267,5.594,-2.876,5.476,7.61,-0.689,1.466,-1.255,-0.031,0.169,0.088,2432,2,-4.2,-47.4,33.9,-34,20.5,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35506,2019-09-28 09:41:42:332
,,,,-3.12,5.532,7.427,-2.89,5.477,7.604,-0.416,0.203,-0.389,-0.097,0.179,0.096,2432,2,-4.2,-47.4,33.9,-34,20.5,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35517,2019-09-28 09:41:42:343
,,,,-3.12,5.532,7.427,-2.89,5.477,7.604,-0.416,0.203,-0.389,-0.093,0.111,0.108,2432,2,-2.8,-48.9,33.5,-34,20.8,8,1006.7,50.56,29.99821,-95.74029,24,NaN,-0.5036227,0.9,3.216,136.8,15 / 24,,35525,2019-09-28 09:41:42:351
,,,,-2.8,5.635,8.674,-2.897,5.467,7.608,0.186,-0.063,1.412,-0.031,0.162,0.103,2432,1.2,-4.9,-49.6,33.5,-34,20.8,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35536,2019-09-28 09:41:42:362
,,,,-2.611,6.741,5.647,-2.902,5.472,7.603,0.273,1.21,-1.691,-0.036,0.122,0.093,2432,1.2,-4.9,-49.6,33.5,-34,20.8,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35545,2019-09-28 09:41:42:371
,,,,-2.611,6.741,5.647,-2.902,5.472,7.603,0.273,1.21,-1.691,-0.099,0.103,0.113,2432,1.2,-4.9,-49.6,33.5,-34,20.8,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35555,2019-09-28 09:41:42:381
,,,,-2.486,4.975,8.109,-2.905,5.468,7.605,0.532,-0.401,0.757,-0.077,0.097,0.105,2432,2.7,-4.2,-50.3,32.8,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35566,2019-09-28 09:41:42:392
,,,,-2.213,5.647,8.949,-2.904,5.461,7.61,0.799,-0.176,1.532,-0.077,0.097,0.105,2432,2.7,-4.2,-50.3,32.8,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35575,2019-09-28 09:41:42:401
,,,,-2.213,5.647,8.949,-2.904,5.461,7.61,0.799,-0.176,1.532,-0.043,0.183,0.093,2432,2.7,-4.2,-47.4,32.8,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.5036227,0.9,3.216,136.9,15 / 24,,35585,2019-09-28 09:41:42:411
,,,,-2.632,6.903,6.571,-2.909,5.464,7.606,0.254,1.384,-0.735,-0.047,0.057,0.088,2432,2.7,-4.2,-47.4,32.8,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35595,2019-09-28 09:41:42:421
,,,,-2.764,5.243,8.562,-2.912,5.459,7.608,0.155,-0.224,0.828,-0.087,0.07,0.1,2432,3.4,-3.5,-48.9,31.9,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35606,2019-09-28 09:41:42:432
,,,,-2.627,4.759,8.387,-2.911,5.451,7.615,0.413,-0.863,0.89,-0.084,0.074,0.091,2432,3.4,-3.5,-48.9,31.9,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35616,2019-09-28 09:41:42:442
,,,,-2.627,4.759,8.387,-2.911,5.451,7.615,0.413,-0.863,0.89,-0.051,0.107,0.086,2432,2.7,-4.2,-48.1,31.9,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35626,2019-09-28 09:41:42:452
,,,,-2.295,5.874,6.595,-2.911,5.452,7.614,0.631,0.628,-1.121,-0.054,0.011,0.068,2432,2.7,-4.2,-48.1,31.9,-33.9,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35635,2019-09-28 09:41:42:461
,,,,-2.74,5.733,6.662,-2.913,5.45,7.615,-0.003,-0.126,0.342,-0.079,0.09,0.091,2432,2.7,-3.5,-49.6,32.9,-33.8,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35645,2019-09-28 09:41:42:471
,,,,-2.74,5.733,6.662,-2.913,5.45,7.615,-0.003,-0.126,0.342,-0.079,0.09,0.091,2432,2.7,-3.5,-49.6,32.9,-33.8,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35656,2019-09-28 09:41:42:482
,,,,-2.192,5.74,8.418,-2.908,5.446,7.619,0.884,-0.112,1.011,-0.084,0.011,0.091,2432,4.1,-4.1,-49.6,32.9,-33.8,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35666,2019-09-28 09:41:42:492
,,,,-2.797,6.604,7.753,-2.91,5.443,7.621,0.424,0.867,-0.925,-0.04,0.102,0.072,2432,4.1,-4.1,-49.6,32.9,-33.8,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35676,2019-09-28 09:41:42:502
,,,,-2.259,5.695,6.698,-2.905,5.444,7.622,0.424,0.867,-0.925,-0.052,0.035,0.074,2629,3.3,-5.5,-49.6,34.9,-33.7,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35686,2019-09-28 09:41:42:512
,,,,-1.807,4.96,8.009,-2.905,5.444,7.622,0.236,-0.172,-0.341,-0.052,0.059,0.086,2629,3.3,-5.5,-49.6,34.9,-33.7,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35696,2019-09-28 09:41:42:522
,,,,-1.807,4.96,8.009,-2.899,5.44,7.627,1.614,-0.272,0.319,-0.054,-0.019,0.075,2629,2,-3.5,-48.1,34.9,-33.7,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35706,2019-09-28 09:41:42:532
,,,,-2.142,5.951,7.451,-2.9,5.44,7.627,1.614,-0.272,0.319,-0.025,0.14,0.05,2629,2,-3.5,-48.1,34.9,-33.7,20.9,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35716,2019-09-28 09:41:42:542
,,,,-1.735,6.497,7.284,-2.9,5.44,7.627,0.42,1.262,-0.579,-0.045,0.02,0.059,2629,4.1,-4.1,-49.6,31,-33.7,20.8,8,1006.7,50.56,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35726,2019-09-28 09:41:42:552
,,,,-1.735,6.497,7.284,-2.893,5.443,7.627,0.168,0.705,0.169,-0.052,-0.004,0.058,2629,4.1,-4.1,-49.6,31,-33.7,20.8,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.4869359,0.9,3.216,136.9,15 / 24,,35736,2019-09-28 09:41:42:562
,,,,-2.448,5.645,8.023,-2.89,5.441,7.63,0.168,0.705,0.169,-0.052,-0.004,0.058,2629,2.7,-4.2,-48.9,31,-33.7,20.8,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35746,2019-09-28 09:41:42:572
,,,,-2.264,5.965,7.243,-2.89,5.441,7.63,0.979,0.358,0.532,-0.031,0.07,0.038,2629,2.7,-4.2,-48.9,31,-33.7,20.8,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35756,2019-09-28 09:41:42:582
,,,,-2.06,5.879,6.767,-2.89,5.44,7.63,0.704,0.551,-0.974,-0.045,-0.036,0.068,2629,1.2,-4.2,-48.1,36.4,-33.7,20.7,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35766,2019-09-28 09:41:42:592
,,,,-2.06,5.879,6.767,-2.882,5.441,7.633,0.704,0.551,-0.974,-0.023,0.047,0.041,2629,1.2,-4.2,-48.1,36.4,-33.7,20.7,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35776,2019-09-28 09:41:42:602
,,,,-2.108,5.456,6.652,-2.876,5.441,7.635,0.882,0.002,-0.932,-0.037,-0.029,0.047,2629,2.7,-4.2,-47.4,36.4,-33.7,20.7,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35785,2019-09-28 09:41:42:611
,,,,-1.433,5.336,7.705,-2.876,5.441,7.635,1.267,0.109,0.11,-0.021,0.117,0.024,2629,2.7,-4.2,-47.4,36.4,-33.7,20.7,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35796,2019-09-28 09:41:42:622
,,,,-1.967,6.238,7.408,-2.877,5.44,7.635,1.267,0.109,0.11,-0.037,0.006,0.026,2629,4.1,-2.8,-48.9,29.7,-33.7,20.6,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35806,2019-09-28 09:41:42:632
,,,,-1.967,6.238,7.408,-2.87,5.44,7.638,0.711,0.794,-0.236,-0.038,0.003,0.003,2629,4.1,-2.8,-48.9,29.7,-33.7,20.6,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35816,2019-09-28 09:41:42:642
,,,,-2.063,6.628,8.016,-2.87,5.44,7.638,0.944,0.861,0.486,-0.046,-0.057,0.022,2629,4.1,-3.5,-48.9,29.7,-33.7,20.6,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35826,2019-09-28 09:41:42:652
,,,,-1.326,5.434,8.049,-2.863,5.439,7.641,0.944,0.861,0.486,-0.025,0.051,-0.007,2629,4.1,-3.5,-48.9,29.7,-33.7,20.6,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35836,2019-09-28 09:41:42:662
,,,,-2.216,5.585,7.458,-2.866,5.437,7.642,0.927,0.115,0.056,-0.048,-0.059,0.009,2629,3.4,-3.5,-48.9,31.4,-33.7,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35845,2019-09-28 09:41:42:671
,,,,-1.606,5.8,7.624,-2.866,5.437,7.642,1.231,0.091,0.406,-0.048,-0.059,0.009,2629,3.4,-3.5,-48.9,31.4,-33.7,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35856,2019-09-28 09:41:42:682
,,,,-1.606,5.8,7.624,-2.861,5.435,7.645,0.728,0.307,0.171,0.002,0.098,-0.017,2629,3.4,-3.5,-48.1,31.4,-33.7,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35866,2019-09-28 09:41:42:692
,,,,-2.032,5.86,7.992,-2.857,5.434,7.647,0.728,0.307,0.171,-0.03,-0.066,0.008,2629,3.4,-3.5,-48.1,31.4,-33.7,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35875,2019-09-28 09:41:42:701
,,,,-1.816,5.894,7.475,-2.855,5.432,7.649,1.066,0.249,0.084,-0.025,-0.046,-0.025,4664,4.1,-2.8,-48.9,29.5,-33.6,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35886,2019-09-28 09:41:42:712
,,,,-1.472,5.898,7.81,-2.855,5.432,7.649,0.753,0.44,0.539,-0.043,-0.02,-0.023,4664,4.1,-2.8,-48.9,29.5,-33.6,20.5,8,1006.7,50.23,29.99822,-95.74029,23,NaN,-0.46822655,0.9,3.216,136.9,15 / 24,,35896,2019-09-28 09:41:42:722
,,,,-2.089,5.324,8.152,-2.851,5.429,7.653,1.38,0.091,-0.197,-0.055,-0.051,-0.039,4664,2.7,-4.9,-47.4,29.5,-33.6,20.5,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35906,2019-09-28 09:41:42:732
,,,,-2.089,5.324,8.152,-2.847,5.424,7.658,1.38,0.091,-0.197,-0.024,-0.011,-0.052,4664,2.7,-4.9,-47.4,29.5,-33.6,20.5,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35915,2019-09-28 09:41:42:741
,,,,-1.831,4.757,8.035,-2.843,5.417,7.664,0.762,-0.59,0.216,-0.041,-0.103,-0.064,4664,3.4,-3.5,-49.6,31.3,-33.6,20.4,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35925,2019-09-28 09:41:42:751
,,,,-2.175,4.709,8.294,-2.843,5.417,7.664,0.71,-0.292,0.456,0.007,0.037,-0.072,4664,3.4,-3.5,-49.6,31.3,-33.6,20.4,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35936,2019-09-28 09:41:42:762
,,,,-1.237,5.664,7.693,-2.845,5.413,7.666,0.71,-0.292,0.456,-0.046,-0.151,-0.05,4664,4.1,-4.1,-48.9,31.3,-33.6,20.4,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35946,2019-09-28 09:41:42:772
,,,,-1.237,5.664,7.693,-2.837,5.409,7.673,1.172,0.272,0.717,-0.014,-0.021,-0.078,4664,4.1,-4.1,-48.9,31.3,-33.6,20.4,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35956,2019-09-28 09:41:42:782
,,,,-1.936,5.18,8.485,-2.837,5.409,7.673,1.387,-0.471,1.277,-0.014,-0.021,-0.078,4664,3.4,-2.8,-49.6,31.3,-33.5,20.3,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35965,2019-09-28 09:41:42:791
,,,,-1.115,4.671,7.554,-2.826,5.401,7.682,1.387,-0.471,1.277,0.01,-0.084,-0.077,4664,3.4,-2.8,-49.6,31.3,-33.5,20.3,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35975,2019-09-28 09:41:42:801
,,,,-1.553,4.57,7.21,-2.823,5.398,7.685,1.497,-0.559,-0.868,0.007,-0.032,-0.104,4664,5.5,-3.4,-50.3,31.3,-33.5,20.3,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35986,2019-09-28 09:41:42:812
,,,,-1.165,4.168,8.241,-2.818,5.388,7.694,2.124,-0.77,-0.369,-0.03,-0.09,-0.096,4664,5.5,-3.4,-50.3,31.3,-33.5,20.3,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,35996,2019-09-28 09:41:42:822
,,,,-1.165,4.168,8.241,-2.818,5.388,7.694,0.952,-0.305,1.625,-0.042,-0.036,-0.129,4664,3.4,-2.8,-49.6,31.1,-33.3,20.1,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,36006,2019-09-28 09:41:42:832
,,,,-2.032,5.597,8.904,-2.817,5.378,7.702,0.952,-0.305,1.625,-0.02,-0.055,-0.127,4664,3.4,-2.8,-49.6,31.1,-33.3,20.1,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,36016,2019-09-28 09:41:42:842
,,,,-2.232,5.769,8.353,-2.813,5.37,7.709,0.99,0.543,0.819,-0.04,-0.108,-0.137,4664,3.4,-4.2,-48.1,31.1,-33.3,20.1,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,36025,2019-09-28 09:41:42:851
,,,,-1.943,5.166,8.392,-2.813,5.37,7.709,0.694,-0.108,0.865,-0.024,-0.148,-0.122,4664,2.7,-3.5,-50.3,31.1,-33.2,20,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,36037,2019-09-28 09:41:42:863
,,,,-1.943,5.166,8.392,-2.804,5.36,7.719,0.694,-0.108,0.865,-0.026,-0.119,-0.139,4664,2.7,-3.5,-50.3,31.1,-33.2,20,8,1006.6,50.23,29.99822,-95.74029,23,NaN,-0.39237815,0.9,3.216,136.9,15 / 24,,36046,2019-09-28 09:41:42:872
,,,,-1.821,5.003,7.183,-2.801,5.354,7.724,1.013,-0.35,-0.072,-0.005,-0.151,-0.147,4664,2.7,-3.5,-50.3,31.1,-33.2,20,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36056,2019-09-28 09:41:42:882
,,,,-1.838,4.214,7.147,-2.801,5.354,7.724,1.107,-0.974,-0.33,-0.04,-0.157,-0.158,4664,-0.2,-3.6,-50.3,31.1,-33.2,20,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36065,2019-09-28 09:41:42:891
,,,,-1.838,4.214,7.147,-2.794,5.345,7.733,1.107,-0.974,-0.33,-0.04,-0.157,-0.158,4664,-0.2,-3.6,-50.3,31.1,-33.2,20,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36076,2019-09-28 09:41:42:902
,,,,-1.498,4.611,8.736,-2.788,5.335,7.742,1.276,-0.549,1.445,-0.031,-0.153,-0.174,3474,2,-2.9,-47.4,32.7,-33,19.9,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36085,2019-09-28 09:41:42:911
,,,,-1.431,6.358,8.562,-2.779,5.329,7.749,1.388,1.16,0.869,0.009,-0.091,-0.19,3474,3.4,-3.5,-48.1,32.7,-33,19.9,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36096,2019-09-28 09:41:42:922
,,,,-0.653,6.279,8.643,-2.779,5.329,7.749,1.885,0.683,1.2,-0.019,-0.207,-0.213,3474,3.4,-3.5,-48.1,32.7,-33,19.9,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36106,2019-09-28 09:41:42:932
,,,,-1.108,4.386,9.236,-2.769,5.319,7.76,1.885,0.683,1.2,-0.016,-0.14,-0.213,3474,3.4,-3.5,-48.1,32.7,-33,19.9,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36115,2019-09-28 09:41:42:941
,,,,-1.108,4.386,9.236,-2.769,5.319,7.76,1.605,-0.903,1.161,0.047,-0.137,-0.233,3474,2.7,-2.8,-48.9,30.6,-32.8,19.6,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36126,2019-09-28 09:41:42:952
,,,,-1.591,4.532,5.884,-2.763,5.308,7.77,1.605,-0.903,1.161,-0.001,-0.187,-0.212,3474,2.7,-2.8,-48.9,30.6,-32.8,19.6,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36136,2019-09-28 09:41:42:962
,,,,-1.149,4.049,6.709,-2.756,5.301,7.777,1.333,-1.12,-2.313,0.023,-0.153,-0.194,3474,2.7,-4.9,-49.6,30.6,-32.8,19.6,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36145,2019-09-28 09:41:42:971
,,,,-0.991,4.68,9.196,-2.756,5.301,7.777,1.766,-0.569,1.201,0.025,-0.152,-0.222,3474,2.7,-4.9,-49.6,30.6,-32.8,19.6,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36156,2019-09-28 09:41:42:982
,,,,-1.517,7.382,8.018,-2.749,5.294,7.784,1.766,-0.569,1.201,0.067,-0.145,-0.242,3474,3.3,-5.5,-49.6,33.5,-32.7,19.5,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36166,2019-09-28 09:41:42:992
,,,,-1.517,7.382,8.018,-2.744,5.294,7.785,1.446,2.169,0.194,-0.018,-0.258,-0.26,3474,3.3,-5.5,-49.6,33.5,-32.7,19.5,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36176,2019-09-28 09:41:43:002
,,,,-0.861,6.927,9.057,-2.744,5.294,7.785,2.204,1.676,1.742,-0.018,-0.258,-0.26,3474,0.5,-4.2,-49.6,33.5,-32.7,19.5,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36185,2019-09-28 09:41:43:011
,,,,-1.821,5.819,9.624,-2.736,5.286,7.794,2.204,1.676,1.742,0.019,-0.117,-0.293,3474,0.5,-4.2,-49.6,33.5,-32.7,19.5,8,1006.6,49.38,29.99822,-95.74029,23,NaN,-0.36456725,0.9,3.216,136.9,15 / 24,,36195,2019-09-28 09:41:43:021
